ID,Aggressive,words,sents,numbers,unknowns,punctuation
C1040.54,CAG,16,1,0,16,0
C1038.114,NAG,11,1,0,0,1
C1035.124,NAG,3,1,0,0,1
C1048.150,OAG,6,1,0,5,0
C1034.35,OAG,6,1,0,4,0
C61.203,OAG,3,1,0,2,0
C1039.247.5,OAG,65,1,0,53,2
C1040.260,CAG,7,1,0,0,0
C1035.38,CAG,16,1,0,12,0
C1035.245,OAG,72,2,0,64,0
C1038.44,NAG,3,1,0,0,0
C1035.285.1,OAG,68,3,0,42,2
C45.553.3,OAG,11,1,0,11,0
C1049.23,NAG,2,1,0,0,1
C46.236,OAG,5,1,0,0,0
C1040.274,NAG,4,1,0,0,0
C1036.13,NAG,21,1,0,19,0
C1048.174,NAG,5,1,0,5,0
C1048.8,OAG,3,1,0,0,0
C61.1900,OAG,2,1,0,0,0
C1048.135,OAG,37,1,0,30,2
C1049.1,OAG,1,1,0,0,0
C68.108,CAG,6,2,0,0,2
C1048.21,OAG,8,1,0,0,0
C44.351.3,NAG,37,4,0,0,4
C1034.43,NAG,3,1,0,0,0
C1039.239.1,OAG,14,1,0,9,0
C1039.11,NAG,4,1,0,0,1
C1032.15.1,NAG,8,1,0,0,1
C45.33.1,OAG,6,1,0,6,0
C1048.219,NAG,10,1,0,0,1
C1030.27,NAG,1,1,0,0,0
C1035.99,NAG,3,1,0,4,0
C1040.141,OAG,23,12,0,0,12
C1035.303,NAG,2,1,0,0,0
C1040.69.5,NAG,2,1,0,1,0
C1040.291,NAG,60,1,0,51,2
C1035.293.2,OAG,21,5,0,1,4
C45.765,CAG,21,2,0,18,1
C1038.209,OAG,12,1,0,0,1
C1030.2,CAG,39,1,0,31,0
C1035.264.3,OAG,3,1,0,0,0
C44.320,OAG,7,1,0,0,0
C1040.307,OAG,104,1,0,88,0
C61.1772,OAG,4,1,0,0,0
C61.2222,OAG,2,1,0,0,0
C1048.13,CAG,9,1,0,0,0
C8.4988,OAG,1,1,0,0,0
C1035.283,NAG,3,1,0,0,0
C44.256,NAG,10,1,0,0,0
C65.270,OAG,30,1,0,24,0
C8.6581,OAG,7,1,0,0,0
C1035.300.4,OAG,16,1,0,2,0
C1040.234,OAG,63,1,0,48,2
C1033.17,OAG,21,1,0,17,0
C44.157,OAG,32,2,0,0,1
C1040.37,OAG,48,1,0,38,0
C68.689,OAG,5,1,0,0,1
C1030.77,OAG,13,1,0,10,0
C61.181,OAG,2,1,0,0,1
C1040.387.2,NAG,12,1,0,11,0
C1030.79,NAG,0,1,0,9,0
C47.18,NAG,29,1,0,24,2
C45.346,OAG,58,1,0,48,2
C1034.62.3,OAG,12,1,0,12,1
C47.72.4,OAG,12,1,0,0,1
C1035.324.5,OAG,23,2,3,1,2
C1048.99,OAG,4,1,0,0,0
C1040.300,CAG,12,1,0,8,0
C1035.233,NAG,3,1,0,4,0
C1040.195,NAG,5,1,0,0,0
C1039.174,NAG,3,1,0,0,0
C1035.251,OAG,14,1,0,0,1
C1038.121,NAG,3,1,0,0,0
C1040.175,OAG,15,1,0,15,0
C1039.133,NAG,3,1,0,0,0
C1030.48,NAG,9,1,0,0,1
C1035.264.1,NAG,10,1,0,6,1
C1039.114,CAG,8,1,0,0,3
C1039.266.1,OAG,35,4,0,0,3
C1039.259,OAG,7,1,0,0,0
C59.1572,OAG,3,3,0,0,2
C1034.30.1,NAG,3,2,0,0,2
C1037.19,OAG,2,1,0,0,0
C1039.245,OAG,118,1,0,107,0
C59.1558,OAG,21,1,0,15,0
C68.936,OAG,7,1,0,0,0
C1038.120,CAG,6,1,0,4,0
C59.942,OAG,8,1,0,5,1
C1035.87.2,NAG,27,2,0,0,4
C1048.213.1,NAG,4,1,0,4,0
C61.2145,CAG,15,1,0,3,0
C1039.105,OAG,8,3,0,0,3
C1039.261.3,NAG,3,2,0,1,1
C1035.144,OAG,10,2,0,0,1
C1040.128,NAG,29,1,0,24,2
C59.2347,OAG,6,1,0,0,2
C1030.7,OAG,2,1,0,2,0
C1040.40,OAG,58,1,0,45,0
C1048.226.1,CAG,4,1,0,3,0
C61.294,OAG,5,1,0,5,0
C1030.62,NAG,74,1,0,58,4
C1039.45.1,NAG,6,1,0,0,0
C1048.117,OAG,11,1,0,0,0
C61.705,OAG,9,4,0,3,3
C61.55,OAG,15,1,0,0,0
C1035.326,OAG,5,1,0,4,0
C1038.172,OAG,6,1,0,0,1
C1036.20,NAG,20,1,0,0,3
C44.116,CAG,15,1,0,0,0
C61.1531,OAG,2,1,0,0,0
C8.6417,OAG,1,1,0,0,7
C1048.201,CAG,10,1,0,9,0
C1040.62,OAG,51,1,0,46,1
C1037.7,OAG,4,2,0,0,1
C1040.344,CAG,12,1,0,9,0
C55.157,NAG,3,1,0,0,0
C1037.40,OAG,5,3,0,0,2
C16.107,OAG,3,1,0,0,0
C1035.255,CAG,3,1,0,0,0
C1048.145,OAG,1,1,0,0,0
C61.2039,CAG,3,1,0,0,8
C62.241,CAG,22,1,0,19,0
C55.89,OAG,11,2,0,0,4
C61.780,OAG,4,1,0,4,0
C1048.164,OAG,73,1,0,58,4
C46.237,OAG,19,1,0,0,0
C1048.101.4,CAG,2,1,0,1,0
C46.33,OAG,2,1,0,0,0
C1038.246.4,OAG,14,2,0,0,2
C55.33,CAG,5,1,0,0,0
C1035.230,NAG,4,1,0,5,0
C1035.232,NAG,1,1,0,0,0
C1048.122,OAG,9,1,0,0,3
C1048.237.1,NAG,0,1,0,2,0
C1048.79,OAG,44,1,0,40,0
C1038.218,OAG,3,1,0,0,0
C1040.207.1,NAG,13,1,0,13,0
C1040.336,NAG,15,2,0,10,2
C44.77,CAG,20,1,0,0,0
C1035.208.2,OAG,8,1,0,8,0
C1048.60,CAG,11,1,0,8,0
C1039.96,CAG,81,13,0,0,14
C55.71,CAG,10,1,0,0,0
C44.289,NAG,12,2,0,0,3
C1035.44,NAG,1,1,0,0,0
C52.104,OAG,22,1,0,19,0
C1040.124,OAG,18,1,0,15,0
C61.178,OAG,45,4,0,37,6
C1038.96,NAG,3,1,0,0,0
C1040.181,OAG,16,1,0,14,0
C1038.295.1,OAG,16,3,0,0,3
C1048.161.1,OAG,4,1,0,0,0
C1030.3,NAG,10,1,0,8,0
C1034.25,CAG,14,1,0,12,0
C44.70,OAG,12,3,0,3,3
C1039.221,CAG,8,1,1,0,0
C1034.2,NAG,30,1,0,23,0
C1035.76,OAG,7,1,0,5,0
C1035.284,OAG,8,1,0,8,1
C1035.253,OAG,5,1,0,0,6
C8.6425,OAG,5,1,0,0,0
C1038.214,NAG,4,1,0,0,0
C46.265.1,OAG,6,1,0,0,0
C53.3,OAG,2,1,0,0,0
C55.183,OAG,11,1,1,0,0
C1038.7,OAG,31,4,0,0,4
C68.71,OAG,1,1,0,0,0
C61.1236,OAG,23,1,0,15,2
C1035.205,OAG,6,1,0,0,0
C1039.71,OAG,4,1,0,0,0
C1038.295.3,NAG,12,1,0,0,1
C1034.62.5,OAG,120,1,0,90,0
C1040.69.4,NAG,19,1,0,17,0
C1048.152,CAG,14,2,0,0,3
C1035.86,NAG,14,1,0,10,1
C1038.6,NAG,5,1,0,12,0
C1035.135.1,OAG,24,2,0,22,1
C1035.264.2,CAG,11,1,0,6,2
C1040.146,NAG,3,1,0,0,0
C1040.177,OAG,5,1,0,4,0
C1036.19,OAG,16,1,0,0,8
C68.32,OAG,7,1,0,0,2
C1040.35.1,NAG,15,1,0,16,0
C8.530,OAG,4,1,0,0,0
C1038.129,OAG,14,1,0,0,0
C1038.112,NAG,2,2,0,0,2
C1034.44.1,NAG,20,1,0,15,0
C44.250,OAG,7,1,1,0,0
C1034.37,NAG,4,1,0,0,0
C46.242.3,OAG,28,1,0,14,0
C1035.106,OAG,332,1,1,270,15
C1040.16,OAG,19,3,0,0,3
C1039.170,OAG,9,1,0,0,1
C1040.29,OAG,44,1,0,37,0
C59.810,OAG,2,1,0,0,0
C1038.188,OAG,35,1,0,32,0
C1038.130,CAG,15,3,0,0,2
C55.6,OAG,28,1,0,21,0
C51.35,OAG,22,1,0,20,0
C48.38,OAG,7,1,1,0,0
C65.261,OAG,11,1,1,0,2
C1038.184,OAG,2,1,0,0,0
C1040.165,OAG,2,1,0,0,0
C1048.238,OAG,3,1,0,0,0
C1048.84,OAG,26,1,0,21,1
C53.13,OAG,13,2,0,0,3
C59.1647,OAG,3,1,0,0,0
C61.579,OAG,3,1,0,0,0
C1048.109,OAG,11,1,0,0,0
C1037.39.2,OAG,6,1,0,0,0
C1039.59,OAG,2,1,0,0,0
C1040.387.1,NAG,24,1,0,15,2
C1040.387.4,CAG,16,2,0,0,2
C1048.148,OAG,39,3,0,30,2
C1035.136,NAG,3,1,0,0,0
C1035.290.2,OAG,52,1,0,47,0
C8.11674,OAG,7,1,0,0,0
C61.2147,CAG,5,1,0,0,0
C8.3749,OAG,1,1,0,5,0
C8.14888,OAG,4,1,0,0,0
C47.2,OAG,33,1,0,19,2
C46.70,NAG,11,1,0,0,0
C1049.13,NAG,23,1,0,19,1
C54.37,OAG,14,1,0,0,0
C1034.10,NAG,10,1,0,8,0
C1048.101.1,CAG,4,1,0,1,1
C1039.47,NAG,3,1,0,0,0
C1038.183,NAG,3,1,0,0,0
C1034.32,NAG,39,5,0,0,4
C61.270,OAG,4,1,0,4,0
C44.300,NAG,181,2,0,160,3
C1038.3.1,NAG,0,1,0,1,0
C1029.4.3,NAG,12,1,0,0,3
C61.128,OAG,3,1,0,0,0
C1040.103,CAG,13,1,0,10,0
C1038.278.1,NAG,6,1,0,0,0
C1040.96,OAG,19,1,0,18,0
C61.1962,OAG,10,1,0,8,1
C60.469,OAG,4,3,0,0,2
C1040.183,NAG,33,1,0,26,1
C1031.10,NAG,5,1,0,0,0
C1039.217,OAG,1,1,0,0,0
C1040.69,NAG,22,1,0,23,0
C1038.216.1,NAG,3,1,0,0,1
C1030.100.1,NAG,4,1,1,0,0
C1035.2,NAG,3,1,0,0,0
C1030.92,NAG,33,1,0,36,0
C61.1532.2,OAG,16,1,0,5,1
C1034.34.4,CAG,32,5,0,0,4
C62.110,OAG,5,1,0,4,0
C1038.1,NAG,9,1,0,11,0
C1040.20.1,OAG,15,1,0,16,0
C1035.265.1,OAG,26,1,0,1,0
C60.1020,OAG,4,1,0,0,0
C1040.251,OAG,18,1,0,16,0
C59.687,OAG,4,1,0,0,0
C1040.378,CAG,12,1,0,8,1
C48.1,OAG,10,1,0,7,0
C1039.247.2,NAG,7,1,0,0,1
C1040.229,OAG,70,1,0,62,2
C54.16,OAG,30,1,0,0,2
C45.409,CAG,5,1,0,0,0
C1035.237.1,CAG,25,1,0,22,0
C1035.85,NAG,3,1,0,1,0
C1048.162,CAG,12,2,0,0,2
C1038.117,CAG,8,4,0,0,4
C1038.66,NAG,21,1,0,0,1
C60.46,OAG,37,6,0,6,5
C61.925,OAG,4,1,0,4,0
C1040.137,NAG,7,1,0,0,0
C1048.76.1,NAG,4,1,0,0,0
C1048.182.2,NAG,16,2,0,13,1
C1030.40,OAG,1,1,0,0,0
C1038.255,NAG,3,1,0,0,0
C59.786,OAG,21,1,0,0,0
C1040.150,OAG,24,1,0,18,1
C8.12709,OAG,1,1,0,0,0
C61.413,OAG,3,1,0,0,1
C1039.57,OAG,5,3,0,0,2
C1048.62,OAG,4,1,0,4,0
C61.1818,OAG,3,1,0,3,0
C48.2,OAG,13,1,0,11,0
C1034.41,OAG,38,1,0,29,0
C61.509,OAG,9,1,1,0,2
C1040.241,OAG,12,1,0,12,0
C1040.83,NAG,5,1,0,0,0
C1040.88.2,NAG,2,1,0,0,0
C1040.170,OAG,12,1,0,12,0
C61.1988,OAG,7,1,0,0,0
C1035.229.1,OAG,7,2,0,0,1
C1040.243,NAG,11,1,0,7,0
C1040.125,OAG,13,1,0,10,0
C1039.265.3,OAG,119,1,0,99,0
C1039.264.4,OAG,12,1,0,0,1
C1039.20,NAG,4,1,0,0,0
C1038.103,OAG,4,1,0,0,0
C1035.192.2,OAG,38,4,0,11,4
C1038.240,NAG,20,2,0,0,2
C1040.308,NAG,4,1,0,0,0
C1038.222.2,NAG,5,1,0,8,0
C1039.102,OAG,10,1,0,0,1
C1038.204.1,NAG,3,1,0,11,0
C61.816,OAG,2,1,0,0,0
C1039.155,OAG,19,2,0,0,2
C1048.195,CAG,5,1,0,0,0
C1038.123,NAG,5,1,0,3,0
C1038.236.1,NAG,5,1,0,0,0
C1038.126.2,OAG,41,1,1,0,1
C61.1944,OAG,43,1,0,47,0
C1034.42.2,NAG,8,1,0,0,1
C61.1694,CAG,3,1,0,0,0
C1035.12,NAG,17,1,0,12,0
C1039.229.2,OAG,16,1,0,23,0
C1040.158,OAG,114,1,1,83,16
C1034.42,CAG,33,2,0,22,1
C61.373,OAG,2,1,0,0,0
C1039.66,NAG,4,1,0,0,0
C1038.223.3,NAG,7,1,0,0,0
C68.540,OAG,37,1,0,46,0
C1035.222,NAG,2,1,0,0,0
C1034.24.5,NAG,19,1,0,0,1
C1040.333,NAG,0,1,0,6,0
C1035.207,NAG,4,1,1,0,0
C1048.166,NAG,321,6,0,295,2
C1038.29,NAG,3,1,0,0,0
C48.15,OAG,2,1,0,0,0
C1039.6,OAG,20,2,0,0,2
C8.2209,OAG,7,1,0,0,1
C1040.212,NAG,12,1,0,0,0
C1040.328,OAG,11,1,0,10,0
C1030.101,NAG,12,1,1,10,0
C1033.19.2,NAG,100,1,0,80,11
C1035.294.3,OAG,22,1,0,16,0
C52.101.1,CAG,7,1,0,0,0
C1040.376,NAG,4,1,0,3,0
C1048.16,OAG,28,1,0,21,2
C61.179,OAG,5,1,0,0,0
C1033.19,NAG,102,1,0,80,18
C68.842,CAG,2,1,0,1,0
C1034.8,OAG,7,1,0,7,0
C54.4,OAG,22,1,0,17,3
C1036.4,OAG,4,1,2,0,0
C1037.46,NAG,3,1,0,0,0
C1040.36,CAG,46,1,0,39,0
C1038.28,NAG,5,1,0,0,0
C1035.186,OAG,6,3,0,0,2
C1039.13,NAG,7,1,0,7,0
C61.133,OAG,7,1,0,6,0
C1040.147,CAG,16,1,0,0,0
C61.102,OAG,10,1,0,8,0
C8.9884,OAG,4,1,0,0,4
C1040.25.4,CAG,7,1,0,6,0
C65.442,NAG,3,1,0,2,0
C47.73,NAG,69,7,1,0,12
C45.11,CAG,9,1,0,7,0
C1040.193,OAG,28,1,0,26,0
C55.148,OAG,17,1,1,0,0
C68.563,OAG,5,1,0,6,0
C1039.260,OAG,3,1,0,0,0
C1035.323.2,OAG,21,3,0,0,3
C61.2012,OAG,49,1,0,44,0
C1038.7.2,OAG,21,6,1,0,5
C48.12,OAG,7,3,1,0,3
C1038.52,NAG,3,1,0,0,0
C1035.221,NAG,2,1,0,0,0
C1040.252.1,NAG,15,1,0,20,0
C1035.5,NAG,1,1,0,0,0
C1038.235,NAG,9,1,0,0,0
C8.7213,OAG,1,1,0,0,0
C1034.36.1,NAG,32,1,0,0,3
C1048.239,OAG,7,1,0,0,0
C61.2214,OAG,3,1,0,0,0
C44.13,NAG,2,1,0,0,0
C1034.32.2,OAG,1,1,0,0,0
C1040.109,OAG,47,1,0,34,4
C1040.156.1,OAG,34,1,0,26,0
C44.24,NAG,7,3,0,0,3
C1035.260.5,OAG,11,1,0,8,0
C1048.229,NAG,0,1,0,1,0
C1039.25,OAG,7,1,0,0,0
C65.428,OAG,13,1,0,9,1
C1035.156,NAG,3,1,0,0,0
C1035.237,OAG,9,1,0,7,0
C1030.98.3,CAG,82,3,0,73,3
C1038.231,NAG,3,1,0,0,0
C1030.86,NAG,16,1,0,0,1
C68.930.1,OAG,10,1,0,8,0
C61.1151.1,OAG,12,2,0,9,1
C1040.254,CAG,1,1,0,0,0
C8.7239,OAG,4,1,0,0,0
C1048.235,OAG,4,1,0,0,0
C1035.230.1,NAG,17,2,0,0,1
C1039.240.1,OAG,19,1,0,22,0
C45.475,NAG,9,2,0,0,2
C61.325,OAG,2,3,0,0,2
C1034.63.2,OAG,50,4,0,5,5
C1038.251,NAG,5,4,0,0,3
C1035.134.1,CAG,3,1,0,0,0
C61.940,OAG,307,2,0,252,0
C44.261,OAG,2,1,0,0,0
C1035.43,NAG,2,1,0,0,0
C1048.44,OAG,26,2,0,0,3
C46.234,OAG,21,1,0,0,0
C1038.186.2,OAG,3,2,0,0,2
C61.1213,OAG,1,1,0,0,0
C61.1993,OAG,39,1,0,34,2
C1035.306,NAG,102,17,0,0,25
C1048.110.1,CAG,23,2,0,0,1
C55.14,CAG,52,1,0,39,0
C8.2639,OAG,1,1,0,0,10
C1034.34.1,CAG,33,1,0,0,2
C1030.42,CAG,4,1,0,4,0
C1035.195,OAG,4,1,0,3,0
C61.1420.1,OAG,2,1,0,0,0
C1037.32,NAG,4,1,0,0,0
C1040.9,CAG,2,1,0,1,0
C1040.89,NAG,10,1,0,0,0
C1048.40,OAG,5,1,0,3,0
C45.318,OAG,12,1,3,0,2
C1040.42.1,CAG,8,1,0,5,0
C1030.20,CAG,48,1,0,35,0
C1038.100,NAG,3,1,0,0,1
C1040.355,NAG,13,1,0,11,1
C1039.187,NAG,6,1,0,0,0
C1038.211,OAG,8,1,0,0,1
C1040.69.2,CAG,54,1,0,47,0
C45.657.1,OAG,5,1,0,5,0
C1039.179,OAG,6,1,0,0,1
C1039.151.1,OAG,37,1,0,31,1
C1039.192,NAG,1,1,0,0,0
C1040.215,NAG,5,1,0,0,1
C1039.249.1,OAG,7,1,0,0,0
C1033.15,NAG,7,1,0,0,1
C1037.31,NAG,8,1,0,7,0
C55.7,OAG,3,1,0,0,0
C1039.43,OAG,5,1,0,0,0
C44.310,OAG,41,4,0,35,4
C1032.5,OAG,25,1,0,0,0
C1040.248,NAG,6,1,0,6,0
C46.208,OAG,13,1,0,0,1
C46.115,OAG,18,2,0,0,2
C1048.240,OAG,5,1,0,0,1
C44.78.1,CAG,6,1,0,0,7
C1038.198,NAG,11,1,0,0,0
C1038.19,NAG,7,1,0,0,0
C61.1190,CAG,4,1,0,0,0
C1039.129,NAG,3,1,0,0,0
C1035.115,NAG,2,1,0,0,0
C1040.373,CAG,51,1,0,42,0
C1038.73,NAG,3,1,0,0,0
C61.1943,CAG,7,1,0,5,0
C1035.316.2,NAG,19,1,0,0,3
C1035.290.4,NAG,49,8,1,0,7
C61.2043,OAG,5,1,0,1,0
C1048.237.4,OAG,8,1,0,0,0
C1040.378.1,NAG,7,1,0,4,0
C59.2257,OAG,2,1,0,0,0
C1030.78,NAG,14,1,0,14,0
C1040.273,OAG,5,1,0,0,0
C1035.77,CAG,3,1,0,2,0
C1039.147,NAG,3,1,0,0,0
C45.300,NAG,40,1,0,40,2
C1048.199.1,CAG,5,1,0,2,0
C1048.85,OAG,6,1,0,0,2
C1049.25,OAG,1,1,0,0,0
C1038.84,NAG,3,1,0,1,0
C1035.103,NAG,2,1,0,0,0
C62.333,OAG,1,1,0,0,0
C61.1945,CAG,46,1,0,37,6
C1035.159.4,OAG,9,1,0,0,0
C1040.349,NAG,7,1,0,4,0
C47.62,OAG,23,2,0,0,1
C1040.37.1,OAG,23,4,0,17,7
C1039.227,CAG,8,2,0,0,3
C1035.24,NAG,2,1,0,0,0
C65.204,OAG,4,1,0,0,0
C1040.102,CAG,18,3,0,3,4
C45.790,NAG,11,4,0,0,3
C1037.11,OAG,7,1,0,5,2
C1030.49,NAG,33,1,0,26,0
C1040.319,OAG,16,1,0,14,0
C47.117,OAG,16,1,0,16,0
C1035.172,NAG,1,1,0,0,0
C1038.190,NAG,3,1,0,0,0
C1049.3,NAG,28,1,0,0,0
C1038.167,NAG,4,1,0,0,0
C1040.95,CAG,0,1,0,18,0
C46.235,OAG,3,1,0,0,0
C1040.343,NAG,6,1,0,0,0
C1048.50,OAG,2,1,0,0,0
C59.1401,OAG,4,1,0,0,0
C1035.160,NAG,3,1,0,2,1
C1040.173,OAG,25,1,0,0,0
C1035.183.2,NAG,1,1,0,3,0
C1035.237.2,CAG,2,1,0,0,1
C1040.159,OAG,4,1,0,0,0
C1032.20,NAG,831,2,0,703,14
C55.139,OAG,14,1,0,12,0
C46.235.1,OAG,42,2,0,0,3
C59.649,CAG,34,1,0,30,0
C1039.107,OAG,24,1,1,0,1
C1035.266,NAG,16,1,0,4,0
C1033.19.3,OAG,439,5,0,352,17
C58.129,CAG,9,1,0,10,0
C1034.59.1,NAG,3,1,0,2,0
C1030.91,NAG,34,1,0,28,0
C63.180,OAG,7,1,0,6,0
C1039.162,OAG,61,2,0,45,1
C1034.7,NAG,31,1,0,24,0
C1048.143,OAG,3,1,0,0,1
C62.128,OAG,7,1,0,4,0
C1040.353.1,CAG,28,1,0,23,0
C1035.197,NAG,10,1,0,13,0
C1040.8.1,CAG,5,1,0,0,0
C8.7044,OAG,8,1,0,0,1
C1039.257,NAG,3,1,0,0,0
C1038.79,NAG,3,1,0,0,0
C1038.4,NAG,3,1,0,4,0
C1035.298.1,NAG,0,1,0,3,0
C61.116,OAG,6,3,1,0,2
C1048.67,OAG,2,1,0,0,1
C1035.288,NAG,3,1,0,0,0
C1048.42,CAG,3,1,0,0,0
C1038.128.1,NAG,4,1,0,0,3
C1049.6,NAG,4,1,0,3,0
C1048.156,CAG,14,1,0,0,0
C60.830,OAG,12,1,0,0,1
C1039.23,CAG,16,2,0,0,1
C1035.111,NAG,6,2,0,8,1
C59.306,OAG,9,2,1,0,2
C1048.28,CAG,5,2,0,1,1
C45.730.2,OAG,4,1,0,0,0
C1040.43,NAG,5,2,0,0,1
C1035.215,NAG,0,1,0,6,0
C65.202,OAG,2,1,0,2,0
C1030.32,NAG,16,3,0,0,2
C1038.239,OAG,12,2,0,0,2
C62.107,OAG,7,1,0,6,0
C1035.290.5,NAG,92,1,0,76,0
C1048.218.2,OAG,19,1,0,13,1
C1035.134.2,NAG,0,1,1,0,0
C1038.138,NAG,3,1,0,0,0
C1039.267.5,OAG,119,1,0,99,0
C1035.159.5,CAG,3,1,0,0,0
C8.8285,OAG,11,1,0,5,1
C1030.85,CAG,9,2,0,0,1
C1038.95.3,NAG,2,1,0,0,0
C1035.208.5,OAG,6,1,0,2,0
C61.1619,OAG,7,1,0,0,0
C1032.3,CAG,96,1,0,79,3
C1039.267.4,NAG,6,1,0,0,1
C1040.156,OAG,10,1,0,9,0
C1036.13.1,NAG,6,1,0,3,1
C65.425,CAG,5,1,0,4,0
C1038.136,NAG,24,1,0,17,1
C1038.25,NAG,3,1,0,0,0
C1034.44,OAG,57,2,0,46,4
C44.310.1,OAG,10,1,0,0,0
C61.677,OAG,3,1,0,0,0
C1039.90,OAG,10,2,0,0,1
C1048.198,CAG,18,1,0,14,0
C44.239,OAG,6,1,0,2,0
C1038.259,NAG,3,1,0,0,0
C8.491,OAG,3,1,0,0,1
C61.1319,OAG,18,1,0,13,0
C1048.160,OAG,32,1,0,28,0
C1035.260.3,NAG,3,1,0,0,0
C1039.163,OAG,21,4,0,0,5
C1038.23,NAG,3,1,0,0,0
C1035.16,OAG,15,1,0,14,1
C1038.5,NAG,5,1,0,1,0
C1035.218.1,OAG,150,1,0,113,0
C1039.256,OAG,40,5,1,0,4
C1048.220.1,NAG,5,1,0,0,2
C1038.164,NAG,3,1,0,0,0
C1040.388.1,OAG,9,1,0,16,0
C65.264,OAG,17,1,0,0,0
C1039.99,OAG,2,1,0,0,0
C1033.18,OAG,8,1,0,0,0
C61.1998,OAG,20,1,0,17,0
C1035.105,CAG,7,3,0,0,3
C1035.40,NAG,2,1,0,0,0
C1038.45,NAG,2,1,0,0,0
C61.54,OAG,4,1,0,0,0
C1035.257,NAG,47,1,0,36,1
C1035.193.1,NAG,8,1,0,0,0
C1030.75,OAG,46,1,0,44,0
C68.61,NAG,5,1,0,0,1
C59.2328,OAG,1,1,0,0,0
C1040.208,OAG,19,1,0,15,0
C1035.69,OAG,3,1,0,0,0
C68.803,OAG,4,2,0,0,2
C46.52,NAG,20,1,0,6,0
C61.2072,OAG,14,1,0,0,0
C1038.244.2,NAG,7,1,0,0,1
C1037.47,NAG,2,1,0,0,0
C1037.2,NAG,11,1,0,7,0
C1040.176,CAG,13,1,0,10,0
C1039.76,OAG,16,2,0,15,2
C1035.279,OAG,5,1,0,0,0
C1034.58,NAG,25,19,1,0,22
C59.18,OAG,3,1,0,0,0
C1040.166,OAG,12,1,0,9,0
C1030.23.1,CAG,1,1,0,0,0
C1039.143,NAG,8,1,0,0,1
C45.759,CAG,22,1,0,18,1
C1035.274,CAG,3,2,0,0,2
C1035.310,NAG,1,1,0,5,0
C1038.82.3,OAG,45,6,0,0,6
C1040.55,OAG,39,1,0,28,0
C1029.3,OAG,274,3,4,0,7
C45.107,CAG,16,1,0,15,0
C1035.140,NAG,4,2,0,0,2
C62.236,OAG,11,1,0,9,0
C1040.258.2,OAG,79,1,0,65,0
C61.1477,OAG,23,1,0,16,0
C1035.18,OAG,14,1,0,16,0
C59.1986,OAG,3,1,0,0,0
C1036.31,NAG,11,1,0,0,1
C1035.319.1,OAG,6,1,0,0,1
C1039.87,NAG,3,1,0,0,0
C1049.7,NAG,13,1,1,0,1
C1039.173,OAG,12,1,0,0,0
C61.555,CAG,11,1,0,22,2
C45.75,OAG,37,2,0,33,1
C53.9,OAG,19,4,3,0,3
C1048.121.1,OAG,4,2,0,2,3
C1040.305,OAG,16,1,0,15,0
C45.201,CAG,4,1,0,0,4
C1048.127,OAG,24,1,0,26,0
C59.803,OAG,8,1,0,5,1
C1039.119,CAG,14,3,0,0,3
C1035.184,NAG,68,1,0,49,2
C59.1256,OAG,14,1,0,13,1
C44.276.3,OAG,129,2,0,106,6
C1035.151,OAG,45,1,0,40,0
C1038.151,NAG,6,1,0,0,0
C61.805,NAG,12,1,0,12,0
C1038.272,NAG,9,2,0,0,2
C8.4111,OAG,3,1,0,0,0
C1040.26,OAG,35,1,0,31,0
C1030.81,NAG,1,1,0,0,4
C1049.20,CAG,35,4,0,0,4
C62.331,OAG,9,1,0,9,0
C1040.279,OAG,13,1,0,12,0
C1039.109,CAG,8,1,0,0,2
C44.278.3,CAG,68,1,0,50,0
C1038.195,NAG,5,1,0,0,0
C1048.182.1,NAG,7,1,0,5,1
C61.855,OAG,2,1,0,0,0
C1032.18,CAG,11,1,0,9,0
C1048.230,OAG,7,2,1,0,4
C59.2020,OAG,19,1,0,17,0
C1036.21.3,CAG,5,1,0,0,1
C1048.231.4,NAG,0,1,0,42,32
C1048.223.4,NAG,24,1,0,18,0
C1033.4.1,OAG,130,3,0,102,11
C1040.247,NAG,12,1,0,9,1
C1035.256.1,OAG,12,1,0,15,0
C61.139,OAG,2,1,0,2,0
C1049.17,NAG,2,1,0,0,1
C1031.3,NAG,4,1,0,0,0
C1040.337,CAG,37,1,0,30,0
C47.112.1,OAG,31,5,0,0,9
C1038.243,NAG,3,2,0,0,2
C1035.104.4,OAG,18,1,0,0,1
C1040.172,OAG,46,1,0,20,3
C1033.10,OAG,41,3,0,0,5
C61.552,CAG,5,1,0,4,0
C1040.204,OAG,4,1,0,0,0
C1038.219.1,NAG,5,2,0,0,2
C44.351,NAG,36,1,0,26,2
C1039.22,OAG,96,1,0,79,0
C1038.197.1,NAG,3,1,0,0,1
C47.114,OAG,4,1,0,0,0
C1048.96,NAG,1,1,0,0,0
C1038.59,NAG,7,1,0,0,2
C60.894,OAG,19,1,0,0,4
C65.222,OAG,11,1,0,8,0
C1040.353,OAG,17,1,0,14,0
C1035.214,NAG,2,1,0,10,0
C61.568,OAG,5,1,0,0,0
C1040.226,OAG,14,1,0,12,0
C1040.374.1,OAG,8,1,0,6,0
C1039.267.3,NAG,9,1,1,0,0
C1035.239.1,NAG,0,1,0,4,0
C1036.21.2,OAG,5,1,0,0,0
C1038.230,NAG,3,1,0,0,0
C1035.39,NAG,28,1,0,16,0
C1040.296,NAG,8,1,0,5,1
