ID	Comunal	words	sents	numbers	unknowns	punctuation
C130.121	NCOM	15	1	0	0	0
C101.163	NCOM	15	1	0	0	2
C101.309	NCOM	3	1	0	0	0
C101.675	NCOM	4	1	0	0	0
C95.27	NCOM	5	1	0	0	0
C95.181	NCOM	11	2	0	0	4
C115.173.2	NCOM	15	1	0	0	1
C101.252	NCOM	23	2	0	0	2
C95.451.3	NCOM	7	3	0	0	2
C130.65	NCOM	13	1	0	0	0
C101.960.1	NCOM	9	1	1	0	0
C12.44	NCOM	48	3	2	1	3
C101.443	NCOM	6	1	0	0	1
C101.505	NCOM	3	1	0	0	0
C95.432	NCOM	27	1	0	0	0
C12.91	NCOM	75	7	3	0	14
C33.19.1	COM	12	1	0	0	1
C101.160	NCOM	3	1	0	0	1
C95.16	NCOM	5	1	0	0	0
C101.650	NCOM	3	1	0	0	1
C33.30	COM	133	1	2	0	0
C115.171.1	COM	7	1	0	0	0
C10.179.1	NCOM	13	1	0	0	1
C101.494	NCOM	7	1	0	0	0
C95.22	NCOM	19	1	0	0	1
C100.26	NCOM	2	3	0	5	2
C101.940.1	NCOM	5	1	0	0	0
C101.861	NCOM	25	1	0	0	0
C108.131	NCOM	5	1	0	0	0
C108.76	NCOM	0	1	0	10	0
C10.116.2	NCOM	9	1	0	0	4
C101.257	NCOM	3	1	0	0	1
C130.42.1	NCOM	12	1	0	0	0
C12.42	NCOM	14	1	0	8	0
C101.547	NCOM	11	1	0	4	0
C108.115	NCOM	19	3	0	0	2
C130.114	NCOM	16	1	0	0	2
C95.243.2	NCOM	16	4	0	0	3
C101.90	NCOM	11	1	0	0	1
C115.167.2	NCOM	2	1	0	0	1
C10.158.5	COM	5	1	0	0	0
C101.213	NCOM	6	1	0	0	0
C130.44	NCOM	12	1	0	0	1
C95.248	NCOM	7	1	0	0	1
C101.202	NCOM	16	1	0	0	0
C95.340.1	NCOM	6	1	0	0	0
C101.464	NCOM	12	1	0	0	0
C115.85	NCOM	14	1	0	0	1
C12.39	NCOM	3	1	0	2	1
C95.405	NCOM	9	1	0	0	0
C12.124	NCOM	5	1	1	0	0
C12.6	NCOM	10	1	0	0	0
C101.427	NCOM	8	1	0	0	0
C101.415	NCOM	12	1	0	0	0
C115.165	NCOM	57	1	0	0	1
C95.420	NCOM	4	1	0	0	0
C101.225	NCOM	35	1	1	0	4
C101.612	COM	14	5	0	0	4
C101.923.5	NCOM	12	1	0	0	0
C95.284	COM	14	1	0	0	4
C115.195	NCOM	22	3	0	0	3
C101.751	NCOM	7	1	0	3	0
C101.237	NCOM	20	3	0	0	2
C100.48.1	NCOM	8	1	0	0	1
C101.342	NCOM	81	4	0	0	5
C115.28	NCOM	26	1	0	0	4
C108.120.2	NCOM	36	1	0	0	0
C95.384	NCOM	6	1	0	0	1
C101.442	NCOM	5	1	0	0	1
C101.279	NCOM	3	1	0	0	0
C95.384.1	NCOM	3	1	0	8	0
C101.2	NCOM	15	1	0	0	3
C101.146	NCOM	4	1	0	0	0
C115.177.1	NCOM	9	1	0	0	1
C33.49	COM	22	1	0	0	0
C101.871.1	NCOM	10	3	0	4	2
C101.912	NCOM	21	1	0	0	0
C12.102.4	NCOM	12	1	0	0	0
C115.184.3	NCOM	16	1	0	0	0
C130.169	NCOM	24	1	0	0	0
C100.21	NCOM	20	1	0	0	1
C95.243.3	NCOM	5	1	0	0	2
C10.122	NCOM	3	1	0	0	1
C115.225	NCOM	5	1	0	0	0
C108.30.1	NCOM	35	4	0	0	4
C101.496	NCOM	20	1	0	0	0
C33.49.1	NCOM	9	1	0	0	0
C101.915.2	NCOM	4	1	0	0	0
C101.883.1	NCOM	4	2	0	0	1
C101.381	NCOM	30	1	0	0	3
C95.129	COM	20	1	0	0	1
C101.592	NCOM	30	2	0	0	2
C130.115	NCOM	4	1	0	0	0
C95.183	NCOM	8	2	0	0	2
C101.564	NCOM	4	1	0	0	3
C108.2	NCOM	4	1	0	0	0
C95.179.1	COM	22	8	1	2	7
C10.29.2	NCOM	5	1	0	0	0
C101.515	NCOM	6	2	0	0	1
C10.173	NCOM	19	5	1	0	6
C95.35	NCOM	16	1	0	0	0
C101.510	NCOM	3	1	0	1	0
C101.946	NCOM	6	1	0	0	1
C10.67	NCOM	4	1	1	0	0
C95.223	COM	143	15	0	0	26
C105.38	NCOM	2	1	0	0	0
C95.401.1	NCOM	11	3	0	0	3
C12.93.2	NCOM	18	1	0	0	0
C105.9	NCOM	1	1	0	1	0
C33.15	NCOM	31	1	0	0	0
C10.41	NCOM	17	4	0	3	3
C130.91	NCOM	14	1	0	0	0
C95.341.2	NCOM	7	1	1	0	0
C108.102.1	NCOM	10	1	0	0	0
C101.577	NCOM	7	1	0	0	0
C108.37	NCOM	5	1	0	0	0
C12.130	NCOM	4	1	0	15	0
C105.37	NCOM	2	1	0	0	0
C101.672	NCOM	9	1	0	0	0
C101.137	NCOM	8	3	0	0	2
C130.97	NCOM	27	2	0	0	1
C33.47	NCOM	4	1	0	0	0
C95.286.1	NCOM	28	4	0	0	7
C130.76	NCOM	65	7	0	3	10
C33.45.3	COM	43	1	0	3	0
C95.25	NCOM	8	1	0	0	1
C101.940	NCOM	14	1	0	0	2
C101.124	NCOM	8	1	0	0	0
C101.815	NCOM	12	1	0	0	0
C101.895.5	NCOM	4	1	0	0	1
C95.143	NCOM	13	1	0	0	0
C101.231	NCOM	5	1	0	0	4
C101.823	NCOM	6	1	0	0	1
C101.732	NCOM	12	1	0	0	0
C101.299	NCOM	10	1	0	0	0
C115.199.3	NCOM	18	1	0	0	0
C101.302	NCOM	8	1	0	0	0
C10.126	NCOM	14	2	0	0	2
C33.40	NCOM	54	2	0	0	5
C12.1	NCOM	6	1	0	0	2
C10.32	NCOM	4	1	0	0	0
C115.58	NCOM	7	1	0	0	1
C33.1.4	COM	32	1	2	0	4
C101.119	NCOM	16	1	0	0	0
C95.381.2	NCOM	6	1	0	0	2
C101.913.1	NCOM	5	1	0	0	0
C10.75	NCOM	29	1	0	0	3
C10.180.1	NCOM	5	1	0	0	0
C130.131	NCOM	11	1	0	2	1
C95.234	NCOM	7	1	0	0	0
C95.381	COM	19	1	0	0	1
C101.923.3	NCOM	22	2	0	0	3
C95.280.2	NCOM	18	4	0	0	8
C95.163	NCOM	10	1	0	0	1
C101.553	NCOM	4	1	0	0	2
C130.51	NCOM	7	1	0	0	0
C95.367.1	NCOM	6	1	0	2	1
C95.451.4	NCOM	0	1	0	2	0
C108.44	COM	62	4	0	0	4
C101.236	NCOM	17	2	0	0	3
C130.189	NCOM	2	1	0	1	0
C130.175	NCOM	4	1	0	0	0
C101.266	NCOM	10	1	0	0	0
C95.74	NCOM	34	1	1	0	0
C115.134	NCOM	19	5	0	0	5
C10.132	COM	13	1	0	0	2
C101.806	NCOM	4	1	0	0	2
C115.44.1	COM	3	1	0	0	0
C10.37	NCOM	14	1	0	0	0
C95.455.2	NCOM	1	1	0	0	0
C1040.278	NCOM	4	1	0	3	0
C1040.134	NCOM	0	1	0	13	0
C61.1566	NCOM	7	1	0	0	0
C1039.92	NCOM	24	1	0	21	0
C46.168	COM	41	1	0	35	1
C1030.84	COM	4	1	0	0	0
C1037.8	NCOM	17	1	0	15	0
C1035.191	NCOM	73	2	0	56	0
C1039.153	COM	5	1	0	0	0
C1034.15	NCOM	3	1	0	0	1
C1038.283	NCOM	1	1	0	0	0
C1048.237.2	NCOM	11	2	0	3	1
C8.13739	NCOM	3	1	0	1	0
C1030.82	COM	5	1	0	3	1
C61.1583	NCOM	2	1	0	0	0
C1035.224.2	NCOM	14	2	0	4	1
C46.122	NCOM	21	2	0	17	2
C1040.77	NCOM	18	2	0	15	2
C1035.247	NCOM	9	1	0	8	0
C1038.213.1	NCOM	3	1	0	0	0
C1039.267	NCOM	8	1	0	0	0
C1033.14.2	NCOM	35	1	0	27	1
C61.999	NCOM	5	1	0	5	0
C1040.289	NCOM	5	1	0	0	0
C1040.393.2	NCOM	6	1	0	0	0
C1032.17	NCOM	15	1	0	0	0
C1037.39.3	COM	3	1	0	0	0
C61.1416	NCOM	11	3	0	0	2
C1035.104.3	NCOM	82	7	0	0	7
C1038.291	NCOM	1	1	0	0	0
C1037.6	NCOM	11	1	0	9	0
C1039.45	NCOM	9	1	0	0	0
C1040.41	NCOM	20	1	0	17	0
C1038.240.1	NCOM	6	1	0	0	1
C1032.25	NCOM	21	1	0	20	0
C61.366	NCOM	5	1	0	0	0
C58.446	NCOM	2	1	0	0	0
C1037.15	NCOM	27	1	0	24	0
C58.116	NCOM	3	1	0	0	0
C47.130	NCOM	18	1	0	6	2
C45.357	NCOM	17	1	0	0	0
C55.87	NCOM	10	1	0	0	2
C45.299.2	NCOM	12	1	0	9	0
C44.98	NCOM	23	2	0	0	4
C1032.22	NCOM	1078	2	0	936	57
C1048.178	NCOM	11	4	0	0	3
C1034.27	NCOM	4	1	0	0	0
C62.318	COM	7	1	0	6	0
C1035.179	NCOM	12	3	0	1	4
C45.659	NCOM	21	1	0	21	0
C44.130.2	COM	19	1	0	0	0
C1037.20	NCOM	4	1	0	0	0
C59.2353	NCOM	3	1	0	0	0
C1038.71	COM	9	2	0	0	2
C61.614	NCOM	8	1	0	8	0
C61.640	NCOM	12	1	0	12	0
C1048.188	NCOM	8	1	0	9	0
C46.21	COM	7	1	0	0	1
C1035.119.1	NCOM	3	1	0	2	1
C1030.8	COM	58	1	0	0	0
C1039.242	NCOM	17	3	0	0	3
C1048.159	NCOM	7	3	0	2	2
C1030.54	COM	3	1	0	3	0
C1040.107	NCOM	3	1	0	0	0
C1030.95	COM	22	1	1	18	2
C46.179	NCOM	7	1	0	0	0
C1048.43	NCOM	13	1	0	0	1
C44.336.1	NCOM	32	1	0	25	0
C61.2142	NCOM	16	1	0	0	0
C62.316	NCOM	2	1	0	2	0
C1048.217	NCOM	10	1	0	0	1
C1038.272.1	NCOM	20	3	0	0	3
C1038.108	NCOM	4	1	0	26	0
C52.6	NCOM	14	1	0	0	0
C1048.213.2	NCOM	0	1	0	3	0
C1048.121	NCOM	74	1	0	69	2
C62.134	NCOM	16	1	0	11	1
C1048.138	NCOM	14	1	0	12	0
C61.1797	NCOM	3	1	0	0	0
C1029.5	NCOM	3	1	0	0	0
C1030.47	NCOM	5	1	0	0	1
C1036.2.1	NCOM	18	7	0	0	6
C48.7	NCOM	21	1	0	16	1
C1039.260.2	NCOM	119	1	0	99	0
C46.107	COM	7	1	0	0	1
C1039.24	NCOM	9	1	0	7	1
C1039.137	NCOM	2	1	0	0	1
C1040.44	NCOM	17	1	0	14	0
C1035.51	NCOM	21	4	0	0	5
C1040.259	NCOM	58	1	0	45	6
C1036.24.1	NCOM	11	3	0	0	2
C59.2345	NCOM	6	1	0	0	1
C45.589	NCOM	2	1	0	0	0
C1039.246	NCOM	18	1	0	11	0
C65.297	NCOM	3	1	0	3	0
C1035.312.1	NCOM	7	1	0	9	0
C1039.111	COM	10	1	0	0	2
C1048.223.2	NCOM	44	2	0	31	2
C1038.293	COM	20	1	0	0	3
C1039.206	COM	7	2	0	0	2
C1035.217	NCOM	2	1	0	0	0
C59.951	NCOM	5	1	0	5	0
C1031.5	NCOM	13	1	0	10	0
C1039.70	NCOM	15	1	0	0	2
C1038.196.1	NCOM	3	1	0	0	0
C8.11786	NCOM	2	1	0	0	0
C1039.91	COM	27	5	0	0	5
C1048.116	NCOM	7	1	0	8	0
C59.214	NCOM	3	2	0	0	2
C1036.2	NCOM	13	1	0	11	0
C45.662	NCOM	9	1	0	6	1
C47.119.1	NCOM	2	1	0	2	0
C1039.229.3	NCOM	24	3	0	0	3
C1040.391	NCOM	8	2	0	0	2
C1037.5	NCOM	7	2	0	0	1
C1048.161.2	NCOM	3	1	0	0	0
C55.129	NCOM	41	1	0	31	0
C6.2683	NCOM	2	2	0	130	1
C1039.82	NCOM	11	1	0	0	1
C1038.75	NCOM	47	3	0	0	3
C1038.155	NCOM	61	1	0	53	1
C59.2384	NCOM	2	1	0	0	0
C44.242.2	NCOM	12	2	0	0	2
C61.1712	NCOM	6	1	0	5	0
C59.371	NCOM	5	1	0	0	1
C1038.246	NCOM	25	7	0	0	7
C45.767.1	COM	5	2	1	0	1
C1040.168	NCOM	7	1	0	8	0
C68.725	NCOM	2	1	0	0	0
C62.7	COM	8	1	0	5	0
C1040.369	NCOM	26	1	0	23	0
C1035.141	NCOM	8	3	0	0	3
C55.134	NCOM	21	1	0	1	0
C1040.277	NCOM	10	1	0	6	0
C1033.13.3	NCOM	5	1	0	0	1
C65.146	NCOM	6	1	0	5	0
C1034.29	NCOM	15	1	0	0	2
C1033.12	NCOM	13	1	0	10	0
C1039.169	COM	9	1	0	0	3
C1034.46	NCOM	21	1	0	17	1
C1040.114.1	NCOM	12	1	0	8	0
C1039.2	NCOM	6	1	0	0	1
C1036.30.3	NCOM	33	1	0	0	0
C47.103	NCOM	12	1	0	0	0
C65.235	NCOM	23	1	0	18	0
C59.1613	NCOM	2	1	0	0	0
C65.73	NCOM	8	1	0	7	1
C1033.16	NCOM	0	1	0	3	0
C46.170	NCOM	11	1	0	4	1
C1048.196	NCOM	8	1	0	19	0
C1038.284	NCOM	3	1	0	0	0
C8.5579	NCOM	2	1	0	2	0
C47.131	NCOM	12	1	0	10	0
C53.7	NCOM	15	1	0	0	2
C1035.31	COM	4	1	0	0	1
C1030.73	COM	9	1	0	7	0
C61.1593	NCOM	2	1	0	0	0
C1039.207	NCOM	18	3	0	0	2
C62.59	NCOM	24	1	0	18	0
C1038.276	NCOM	7	1	0	0	0
C1035.169	NCOM	2	1	0	1	0
C1030.22	COM	3	1	0	0	0
C1038.228	NCOM	3	1	0	0	0
C1030.89.1	COM	3	1	0	0	1
C1040.209	COM	52	1	0	43	0
C1031.1	NCOM	10	1	0	0	1
C45.686	NCOM	7	1	0	0	0
C1030.35	COM	10	1	0	0	0
C60.182	NCOM	22	1	0	0	0
C44.68	NCOM	17	6	0	2	6
C1040.144	NCOM	16	1	0	11	0
C1039.52	NCOM	3	1	0	0	0
C1038.199	NCOM	6	1	0	0	0
C1048.55	NCOM	12	1	0	12	0
C1035.171.1	NCOM	9	1	0	6	0
C1040.22	COM	34	1	0	28	0
C1048.247.1	NCOM	15	1	0	13	0
C58.474.4	NCOM	22	5	0	0	4
C1037.41	NCOM	9	1	0	0	0
C1039.61	NCOM	12	1	0	0	1
C1040.387	COM	52	2	0	37	5
C1034.26	NCOM	4	1	0	5	0
C1032.2	NCOM	20	1	0	18	7
C48.24	NCOM	4	1	0	0	0
C1039.260.1	COM	8	1	0	0	1
C62.325	NCOM	17	1	0	13	0
C1032.25.2	NCOM	7	1	0	5	0
C61.2026	NCOM	4	1	0	0	0
C59.860	NCOM	3	1	0	3	0
C45.706	NCOM	37	1	0	39	2
C1035.299.2	NCOM	5	1	0	0	1
C1034.24.1	NCOM	4	1	0	0	0
C1034.30	NCOM	2	1	0	1	0
C1040.49	COM	44	1	0	40	1
C61.2042	NCOM	3	1	0	3	0
C1034.24.3	NCOM	11	1	0	0	3
C61.501	NCOM	11	1	0	0	0
C61.252	NCOM	7	1	0	0	0
C55.90	NCOM	7	3	0	0	2
C1035.159.3	NCOM	20	1	0	20	0
C1040.8.2	COM	24	1	0	17	0
C1040.182	NCOM	14	1	0	11	0
C1035.122	NCOM	2	1	0	0	0
C1039.184	COM	7	1	0	0	0
C60.362	NCOM	10	1	0	8	0
C1040.386	NCOM	4	1	0	0	0
C1038.295.5	NCOM	10	1	0	0	1
C1040.5	NCOM	18	1	0	15	0
C1030.93	NCOM	27	1	0	28	0
C1040.60	NCOM	25	1	0	18	0
C1035.276	NCOM	5	1	0	1	0
C68.939	NCOM	27	1	0	0	0
C51.10	NCOM	16	3	0	0	3
C1040.66	NCOM	5	1	0	4	2
C1039.77	COM	3	2	0	0	2
C1035.152	NCOM	30	1	0	0	0
C1035.87.5	NCOM	34	3	0	0	3
C66.41	NCOM	17	1	0	11	0
C1038.264	NCOM	3	1	0	0	0
C1036.24.3	NCOM	25	2	0	0	2
C1040.283	NCOM	7	1	0	0	1
C60.424	NCOM	13	1	0	0	0
C1048.106.1	NCOM	1	1	0	0	0
C48.35	NCOM	5	1	0	0	0
C1039.250	NCOM	29	2	0	0	1
C1035.281	NCOM	15	1	1	0	0
C46.112	NCOM	19	1	0	17	0
C47.126	NCOM	7	1	0	0	1
C61.2089	NCOM	10	1	0	8	0
C1035.314.3	NCOM	5	1	0	0	0
C54.31	NCOM	12	1	0	0	1
C46.32	NCOM	20	2	0	0	2
C1034.38	NCOM	108	2	0	91	1
C1048.64	NCOM	11	2	0	0	2
C1037.38	NCOM	19	1	0	0	3
C68.91	NCOM	15	1	0	0	0
C1040.317	NCOM	12	1	0	10	0
C1034.63.1	COM	221	2	0	154	0
C44.183.1	COM	8	1	0	0	0
C58.341.5	NCOM	6	1	0	0	0
C1039.248	NCOM	7	1	0	10	0
C1035.206	NCOM	4	1	0	4	0
C1034.36	NCOM	23	2	0	22	2
C1035.300.5	NCOM	14	1	0	13	0
C1030.82.1	COM	30	1	0	23	6
C1039.118	NCOM	22	1	0	0	0
C1038.95.4	NCOM	3	2	0	0	2
C1048.216	NCOM	3	1	0	4	0
C1048.232	NCOM	18	1	0	15	0
C1035.159.1	NCOM	6	1	0	0	0
C1048.147	NCOM	20	3	0	16	3
C1030.1	NCOM	9	1	0	8	0
C46.126	NCOM	9	1	0	7	0
C1035.251.2	NCOM	2	1	0	0	0
C62.38	NCOM	15	1	0	12	0
C1040.52	COM	8	1	0	2	0
C1038.295	NCOM	7	3	0	5	4
C1035.230.2	NCOM	3	1	0	0	0
C55.156	NCOM	26	6	0	2	6
C44.164.2	COM	22	3	0	0	2
C1039.115	COM	9	1	0	0	1
C1048.168.2	NCOM	11	1	0	9	0
C1034.13	NCOM	34	1	0	28	0
C1034.68	NCOM	9	1	0	6	0
C8.6370	NCOM	6	1	0	3	6
C55.13	NCOM	20	2	0	0	1
C47.115	NCOM	5	1	0	0	0
C1048.165	COM	6	1	0	0	0
C1040.380	NCOM	10	1	0	8	0
C1040.298	COM	15	4	0	0	4
C60.349	NCOM	78	1	0	71	1
C1040.206	COM	35	3	0	32	4
C65.25	NCOM	5	1	0	5	0
C1034.46.2	NCOM	81	2	0	62	3
C8.16658	NCOM	2	1	0	0	0
C1038.252	NCOM	35	3	0	4	5
C8.1525.1	NCOM	3	1	0	0	0
C1032.6	NCOM	51	6	0	0	6
C68.38	NCOM	9	1	0	7	0
C1040.73	NCOM	5	1	0	0	0
C44.226.2	NCOM	16	1	0	7	1
C1033.7	NCOM	7	2	0	2	1
C61.44	NCOM	4	1	0	0	0
C1040.127	NCOM	10	1	0	0	1
C1030.58	NCOM	6	1	0	4	0
C61.2174	NCOM	3	1	0	0	0
C1048.124	NCOM	32	1	0	30	0
C1035.243	NCOM	3	1	0	2	0
C1035.47	NCOM	2	1	0	2	0
C1040.25.1	COM	9	1	0	12	0
C47.112	NCOM	40	5	0	4	6
C55.96	NCOM	7	1	0	0	0
C67.58	NCOM	1	1	0	0	0
C1038.253.1	NCOM	1	1	0	5	0
C68.767	NCOM	6	1	0	0	1
C1038.219	NCOM	2	1	0	0	0
C1039.157	NCOM	76	1	0	0	5
C59.706	NCOM	3	1	0	0	0
C1048.38	NCOM	13	5	0	1	5
C1040.25.5	COM	42	3	0	30	5
C1030.98.2	COM	15	1	0	12	2
C54.2	COM	8	1	0	0	0
C1030.46	COM	8	1	0	3	0
C1032.23	NCOM	6	1	0	6	0
C59.783	NCOM	13	1	0	12	0
C48.26	COM	40	1	0	0	0
C1038.20	NCOM	3	1	0	0	0
C44.324	NCOM	11	1	0	2	0
C65.251	NCOM	8	1	0	6	0
C59.764	NCOM	1	1	0	0	0
C1040.217	COM	41	1	0	35	0
C1038.103.1	NCOM	4	1	0	0	0
C62.332.1	NCOM	7	1	0	6	0
C1040.231	NCOM	18	2	0	0	2
C1048.241	NCOM	10	1	0	7	2
C1048.15	NCOM	15	1	0	11	0
C1038.102	NCOM	8	1	0	0	3
C1035.280	NCOM	3	1	0	0	0
C1048.91	NCOM	2	1	0	2	0
C1035.145	NCOM	2	1	0	0	0
C1035.176	NCOM	4	1	0	2	0
C46.236.3	COM	22	1	0	17	0
C1040.335	NCOM	4	1	0	2	2
C1039.201	NCOM	33	1	0	25	0
C58.400	NCOM	3	1	0	0	0
C55.118	NCOM	5	1	0	0	0
C1038.116	NCOM	4	1	0	0	1
C59.1564	NCOM	12	1	0	10	0
C61.308	NCOM	2	1	0	0	0
C59.1092	NCOM	7	1	0	7	0
C1038.194	NCOM	2	1	0	0	0
C44.136.1	NCOM	9	2	0	0	1
C61.1859	NCOM	23	1	0	17	0
C1035.300	NCOM	18	1	0	2	1
C47.85	NCOM	3	1	0	0	0
C44.164	NCOM	28	1	0	22	0
C1040.178	NCOM	7	1	0	0	0
C1035.167	NCOM	11	1	0	0	0
C1035.319.2	NCOM	6	1	0	4	0
C45.592	NCOM	29	1	0	30	0
C1035.235	NCOM	14	1	0	11	0
C1038.205	NCOM	1	1	0	0	0
C1048.184	NCOM	0	1	0	4	0
C1035.212	NCOM	7	1	0	5	0
C1040.216	NCOM	7	1	0	0	0
C1038.208	NCOM	2	1	0	0	0
C1035.234	NCOM	74	1	0	60	2
C1039.165	NCOM	17	5	0	0	5
C61.884	NCOM	22	1	0	0	0
C1039.16	NCOM	3	1	0	0	0
C1039.261.4	NCOM	5	1	0	0	0
C1038.158	NCOM	3	1	0	0	0
C1032.25.1	NCOM	8	1	0	5	0
C1038.260	NCOM	3	1	0	0	0
C1035.224.1	NCOM	13	1	0	0	0
C1035.48	NCOM	22	1	0	17	0
C46.95	COM	4	1	0	0	1
C1035.42	NCOM	16	1	0	12	0
C1038.273	NCOM	8	1	0	0	0
C1040.321	NCOM	6	1	0	4	0
C1035.236	NCOM	33	8	0	0	8
C45.542	NCOM	7	1	0	6	0
C1048.88	NCOM	29	1	0	33	0
C1039.67	NCOM	24	1	0	0	0
C1037.24	NCOM	4	1	0	0	0
C61.918	NCOM	3	1	0	0	0
C1035.165	NCOM	4	1	0	0	0
C1040.45	NCOM	6	1	0	3	0
C1036.8.1	NCOM	11	1	0	0	0
C1035.20	NCOM	1	1	0	0	0
C1038.176	NCOM	6	1	0	5	0
C1040.64	COM	19	1	0	12	0
C46.148	NCOM	50	6	0	0	7
C1036.23.2	NCOM	5	1	0	0	0
C68.208	NCOM	5	1	0	0	0
C45.489	NCOM	13	1	0	0	2
C62.347	NCOM	17	2	0	0	1
C1035.127	NCOM	2	1	0	0	0
C60.201	NCOM	2	1	0	0	0
C61.754.1	NCOM	8	1	0	7	0
C45.640	NCOM	8	1	0	0	0
C62.224	NCOM	11	1	0	7	1
C1035.312.4	NCOM	2	1	0	0	0
C1034.63.4	COM	18	1	0	0	1
C1048.221	COM	8	2	1	0	2
C1030.31	COM	13	3	0	0	2
C59.2389	NCOM	3	1	0	0	0
C44.262.4	NCOM	8	1	0	4	0
C47.55	NCOM	17	1	0	14	0
C1048.103	NCOM	3	1	0	0	0
C1039.159	NCOM	16	5	0	0	5
C1039.263	NCOM	6	1	0	0	1
C61.2169	NCOM	6	1	0	0	0
C1034.37.1	NCOM	3	1	0	4	0
C1035.218.5	NCOM	14	2	0	0	1
C65.327	NCOM	18	1	0	9	9
C1038.265.4	NCOM	22	5	0	7	6
C1035.125	NCOM	2	1	0	0	0
C1049.16	NCOM	9	1	0	0	1
C59.1931	NCOM	118	3	0	87	3
C1048.59	NCOM	17	1	0	14	0
C1036.11	NCOM	47	1	0	39	0
C1035.285.3	NCOM	18	2	2	3	1
C1030.10	COM	97	1	0	78	12
C1035.149	NCOM	19	1	0	6	1
C1040.123	COM	19	1	0	14	0
C45.396	NCOM	10	1	0	6	0
C61.436	NCOM	9	1	0	8	0
C60.679	NCOM	4	1	0	0	0
C1048.194.1	NCOM	5	2	0	3	1
C1039.40	NCOM	9	1	0	0	1
C46.99	COM	17	4	0	10	3
C1030.14	COM	9	1	0	8	0
C1035.285.5	NCOM	76	3	0	64	2
C1038.67	NCOM	3	1	0	0	1
C1048.232.1	NCOM	18	4	0	0	4
C1040.71.5	NCOM	12	1	0	0	1
C61.1138	NCOM	22	1	0	22	0
C61.32	NCOM	6	1	0	0	0
C1034.67	NCOM	13	1	0	10	0
C1035.263	NCOM	8	1	0	0	0
C1039.86	NCOM	9	2	0	0	2
C59.1130	NCOM	2	1	0	0	0
C1035.285	NCOM	40	1	0	33	0
C55.130	NCOM	4	1	0	0	0
C1038.142	NCOM	4	2	0	0	0
C1035.203	NCOM	1	1	0	0	0
C1048.228	NCOM	2	1	0	0	0
C68.355	NCOM	5	3	0	2	2
C1040.262	COM	9	1	0	0	0
C1040.32	NCOM	33	1	0	27	1
C1035.153	NCOM	2	1	0	0	0
C55.192	NCOM	5	1	0	4	0
C1048.107	NCOM	6	1	0	7	0
C61.1814	NCOM	5	1	0	5	0
C1040.79	COM	9	1	0	9	0
C1040.71	COM	84	4	0	67	4
C1040.196	NCOM	7	1	0	6	0
C1038.162.1	NCOM	17	3	0	0	3
C59.1349	NCOM	4	2	0	0	1
C1038.70	NCOM	3	1	0	0	0
C1039.56	NCOM	2	1	0	0	0
C1030.12	COM	9	1	0	0	0
C1038.58	NCOM	2	1	0	0	0
C61.452	NCOM	17	5	0	0	4
C1036.27	NCOM	3	1	0	0	0
C1048.237.3	NCOM	3	1	0	0	0
C1038.187	NCOM	4	2	0	0	1
C60.479	NCOM	12	1	0	9	0
C1030.64	COM	21	1	0	15	7
C1048.155	NCOM	5	1	0	0	7
C1040.15	NCOM	5	1	0	3	0
C1038.125	NCOM	21	1	0	0	3
C1038.39	NCOM	6	2	0	0	2
C1038.276.1	NCOM	9	2	0	0	1
C47.39	NCOM	33	1	0	27	1
C1035.309	NCOM	15	1	0	11	0
C59.532	NCOM	8	2	0	0	5
C68.21	NCOM	8	1	0	6	0
C46.208.4	COM	10	1	0	0	0
C1040.348	NCOM	19	1	0	15	0
C1040.338	NCOM	51	2	0	45	2
C1048.151	NCOM	38	1	0	30	6
C52.68	NCOM	2	1	1	0	0
C1040.221	NCOM	6	1	0	0	1
C1038.258	NCOM	2	1	0	0	0
C1040.2	COM	13	1	0	10	0
C1038.31	NCOM	2	1	0	0	0
C1048.185	NCOM	7	1	0	5	0
C1035.168	NCOM	4	1	0	0	1
C1040.13	COM	19	1	0	15	0
C46.257	NCOM	7	1	0	0	0
C61.1773	NCOM	2	1	0	0	1
C1035.174	NCOM	40	1	0	30	3
C1030.55	COM	8	1	0	6	0
C1035.218.2	NCOM	95	12	1	0	12
C1035.218.4	NCOM	11	1	1	8	0
C1038.189	NCOM	3	1	0	0	0
C1040.267	COM	6	1	0	0	0
C1034.2.1	NCOM	3	1	0	3	0
C8.5314	NCOM	5	1	0	0	0
C46.242.4	COM	46	1	0	36	0
C61.518	NCOM	16	1	0	0	1
C1038.206	NCOM	30	1	0	0	1
C1040.388	COM	22	1	0	19	1
C1037.18	NCOM	2	1	0	0	0
C1035.216	NCOM	2	1	0	0	0
C1034.11	NCOM	27	1	0	20	0
C62.242	NCOM	15	1	0	10	0
C1040.38	NCOM	6	1	0	5	0
C1040.90	NCOM	12	1	0	0	0
C1030.9	COM	33	1	0	27	0
C1038.258.1	COM	10	1	0	0	0
C1038.226.1	NCOM	3	1	0	0	0
C1035.182	NCOM	12	1	0	7	0
C45.69	NCOM	48	1	0	41	0
C61.1185	NCOM	13	1	0	10	0
C44.197	NCOM	20	1	0	18	0
C1036.5.1	NCOM	5	1	0	0	0
C68.707	NCOM	3	1	0	0	0
C65.192	NCOM	11	1	0	8	0
C1040.287	NCOM	6	1	0	0	0
C1040.14	COM	7	1	0	0	1
C1038.186.1	NCOM	2	1	0	4	0
C48.14	NCOM	13	1	0	0	1
