,ID,Gender,words,sents,numbers,unknowns,punctuation
3498,C1039.151.1,NGEN,37,1,0,31,1
3499,C1039.192,NGEN,1,1,0,0,0
3500,C1040.215,NGEN,5,1,0,0,1
3501,C1039.249.1,NGEN,7,1,0,0,0
3502,C1033.15,NGEN,7,1,0,0,1
3503,C1037.31,NGEN,8,1,0,7,0
3504,C55.7,GEN,3,1,0,0,0
3505,C1039.43,NGEN,5,1,0,0,0
3506,C44.310,GEN,41,4,0,35,4
3507,C1032.5,NGEN,25,1,0,0,0
3508,C1040.248,NGEN,6,1,0,6,0
3509,C46.208,GEN,13,1,0,0,1
3510,C46.115,GEN,18,2,0,0,2
3511,C1048.240,GEN,5,1,0,0,1
3512,C44.78.1,GEN,6,1,0,0,7
3513,C1038.198,NGEN,11,1,0,0,0
3514,C1038.19,NGEN,7,1,0,0,0
3515,C61.1190,GEN,4,1,0,0,0
3516,C1039.129,NGEN,3,1,0,0,0
3517,C1035.115,NGEN,2,1,0,0,0
3518,C1040.373,NGEN,51,1,0,42,0
3519,C1038.73,NGEN,3,1,0,0,0
3520,C61.1943,GEN,7,1,0,5,0
3521,C1035.316.2,NGEN,19,1,0,0,3
3522,C1035.290.4,NGEN,49,8,1,0,7
3523,C61.2043,GEN,5,1,0,1,0
3524,C1048.237.4,GEN,8,1,0,0,0
3525,C1040.378.1,NGEN,7,1,0,4,0
3526,C59.2257,GEN,2,1,0,0,0
3527,C1030.78,NGEN,14,1,0,14,0
3528,C1040.273,NGEN,5,1,0,0,0
3529,C1035.77,NGEN,3,1,0,2,0
3530,C1039.147,NGEN,3,1,0,0,0
3531,C45.300,GEN,40,1,0,40,2
3532,C1048.199.1,NGEN,5,1,0,2,0
3533,C1048.85,GEN,6,1,0,0,2
3534,C1049.25,NGEN,1,1,0,0,0
3535,C1038.84,NGEN,3,1,0,1,0
3536,C1035.103,NGEN,2,1,0,0,0
3537,C62.333,GEN,1,1,0,0,0
3538,C61.1945,GEN,46,1,0,37,6
3539,C1035.159.4,NGEN,9,1,0,0,0
3540,C1040.349,NGEN,7,1,0,4,0
3541,C47.62,GEN,23,2,0,0,1
3542,C1040.37.1,NGEN,23,4,0,17,7
3543,C1039.227,NGEN,8,2,0,0,3
3544,C1035.24,NGEN,2,1,0,0,0
3545,C65.204,GEN,4,1,0,0,0
3546,C1040.102,NGEN,18,3,0,3,4
3547,C45.790,GEN,11,4,0,0,3
3548,C1037.11,NGEN,7,1,0,5,2
3549,C1030.49,NGEN,33,1,0,26,0
3550,C1040.319,NGEN,16,1,0,14,0
3551,C47.117,GEN,16,1,0,16,0
3552,C1035.172,NGEN,1,1,0,0,0
3553,C1038.190,NGEN,3,1,0,0,0
3554,C1049.3,NGEN,28,1,0,0,0
3555,C1038.167,NGEN,4,1,0,0,0
3556,C1040.95,NGEN,0,1,0,18,0
3557,C46.235,GEN,3,1,0,0,0
3558,C1040.343,NGEN,6,1,0,0,0
3559,C1048.50,GEN,2,1,0,0,0
3560,C59.1401,GEN,4,1,0,0,0
3561,C1035.160,NGEN,3,1,0,2,1
3562,C1040.173,NGEN,25,1,0,0,0
3563,C1035.183.2,NGEN,1,1,0,3,0
3564,C1035.237.2,NGEN,2,1,0,0,1
3565,C1040.159,NGEN,4,1,0,0,0
3566,C1032.20,NGEN,831,2,0,703,14
3567,C55.139,GEN,14,1,0,12,0
3568,C46.235.1,GEN,42,2,0,0,3
3569,C59.649,GEN,34,1,0,30,0
3570,C1039.107,NGEN,24,1,1,0,1
3571,C1035.266,NGEN,16,1,0,4,0
3572,C1033.19.3,NGEN,439,5,0,352,17
3573,C58.129,GEN,9,1,0,10,0
3574,C1034.59.1,NGEN,3,1,0,2,0
3575,C1030.91,NGEN,34,1,0,28,0
3576,C63.180,GEN,7,1,0,6,0
3577,C1039.162,NGEN,61,2,0,45,1
3578,C1034.7,NGEN,31,1,0,24,0
3579,C1048.143,GEN,3,1,0,0,1
3580,C62.128,GEN,7,1,0,4,0
3581,C1040.353.1,NGEN,28,1,0,23,0
3582,C1035.197,NGEN,10,1,0,13,0
3583,C1040.8.1,NGEN,5,1,0,0,0
3584,C8.7044,GEN,8,1,0,0,1
3585,C1039.257,GEN,3,1,0,0,0
3586,C1038.79,NGEN,3,1,0,0,0
3587,C1038.4,NGEN,3,1,0,4,0
3588,C1035.298.1,NGEN,0,1,0,3,0
3589,C61.116,GEN,6,3,1,0,2
3590,C1048.67,GEN,2,1,0,0,1
3591,C1035.288,NGEN,3,1,0,0,0
3592,C1048.42,NGEN,3,1,0,0,0
3593,C1038.128.1,NGEN,4,1,0,0,3
3594,C1049.6,NGEN,4,1,0,3,0
3595,C1048.156,GEN,14,1,0,0,0
3596,C60.830,GEN,12,1,0,0,1
3597,C1039.23,NGEN,16,2,0,0,1
3598,C1035.111,NGEN,6,2,0,8,1
3599,C59.306,GEN,9,2,1,0,2
3600,C1048.28,GEN,5,2,0,1,1
3601,C45.730.2,GEN,4,1,0,0,0
3602,C1040.43,NGEN,5,2,0,0,1
3603,C1035.215,NGEN,0,1,0,6,0
3604,C65.202,GEN,2,1,0,2,0
3605,C1030.32,NGEN,16,3,0,0,2
3606,C1038.239,NGEN,12,2,0,0,2
3607,C62.107,GEN,7,1,0,6,0
3608,C1035.290.5,NGEN,92,1,0,76,0
3609,C1048.218.2,NGEN,19,1,0,13,1
3610,C1035.134.2,NGEN,0,1,1,0,0
3611,C1038.138,NGEN,3,1,0,0,0
3612,C1039.267.5,GEN,119,1,0,99,0
3613,C1035.159.5,NGEN,3,1,0,0,0
3614,C8.8285,GEN,11,1,0,5,1
3615,C1030.85,NGEN,9,2,0,0,1
3616,C1038.95.3,NGEN,2,1,0,0,0
3617,C1035.208.5,GEN,6,1,0,2,0
3618,C61.1619,GEN,7,1,0,0,0
3619,C1032.3,NGEN,96,1,0,79,3
3620,C1039.267.4,NGEN,6,1,0,0,1
3621,C1040.156,NGEN,10,1,0,9,0
3622,C1036.13.1,NGEN,6,1,0,3,1
3623,C65.425,GEN,5,1,0,4,0
3624,C1038.136,NGEN,24,1,0,17,1
3625,C1038.25,NGEN,3,1,0,0,0
3626,C1034.44,NGEN,57,2,0,46,4
3627,C44.310.1,GEN,10,1,0,0,0
3628,C61.677,GEN,3,1,0,0,0
3629,C1039.90,NGEN,10,2,0,0,1
3630,C1048.198,NGEN,18,1,0,14,0
3631,C44.239,GEN,6,1,0,2,0
3632,C1038.259,NGEN,3,1,0,0,0
3633,C8.491,GEN,3,1,0,0,1
3634,C61.1319,GEN,18,1,0,13,0
3635,C1048.160,GEN,32,1,0,28,0
3636,C1035.260.3,NGEN,3,1,0,0,0
3637,C1039.163,NGEN,21,4,0,0,5
3638,C1038.23,NGEN,3,1,0,0,0
3639,C1035.16,NGEN,15,1,0,14,1
3640,C1038.5,NGEN,5,1,0,1,0
3641,C1035.218.1,GEN,150,1,0,113,0
3642,C1039.256,NGEN,40,5,1,0,4
3643,C1048.220.1,NGEN,5,1,0,0,2
3644,C1038.164,NGEN,3,1,0,0,0
3645,C1040.388.1,GEN,9,1,0,16,0
3646,C65.264,GEN,17,1,0,0,0
3647,C1039.99,NGEN,2,1,0,0,0
3648,C1033.18,GEN,8,1,0,0,0
3649,C61.1998,GEN,20,1,0,17,0
3650,C1035.105,NGEN,7,3,0,0,3
3651,C1035.40,NGEN,2,1,0,0,0
3652,C1038.45,NGEN,2,1,0,0,0
3653,C61.54,GEN,4,1,0,0,0
3654,C1035.257,NGEN,47,1,0,36,1
3655,C1035.193.1,NGEN,8,1,0,0,0
3656,C1030.75,GEN,46,1,0,44,0
3657,C68.61,GEN,5,1,0,0,1
3658,C59.2328,GEN,1,1,0,0,0
3659,C1040.208,GEN,19,1,0,15,0
3660,C1035.69,NGEN,3,1,0,0,0
3661,C68.803,GEN,4,2,0,0,2
3662,C46.52,GEN,20,1,0,6,0
3663,C61.2072,GEN,14,1,0,0,0
3664,C1038.244.2,NGEN,7,1,0,0,1
3665,C1037.47,NGEN,2,1,0,0,0
3666,C1037.2,NGEN,11,1,0,7,0
3667,C1040.176,NGEN,13,1,0,10,0
3668,C1039.76,NGEN,16,2,0,15,2
3669,C1035.279,NGEN,5,1,0,0,0
3670,C1034.58,NGEN,25,19,1,0,22
3671,C59.18,GEN,3,1,0,0,0
3672,C1040.166,NGEN,12,1,0,9,0
3673,C1030.23.1,GEN,1,1,0,0,0
3674,C1039.143,NGEN,8,1,0,0,1
3675,C45.759,GEN,22,1,0,18,1
3676,C1035.274,NGEN,3,2,0,0,2
3677,C1035.310,NGEN,1,1,0,5,0
3678,C1038.82.3,NGEN,45,6,0,0,6
3679,C1040.55,NGEN,39,1,0,28,0
3680,C1029.3,NGEN,274,3,4,0,7
3681,C45.107,GEN,16,1,0,15,0
3682,C1035.140,NGEN,4,2,0,0,2
3683,C62.236,GEN,11,1,0,9,0
3684,C1040.258.2,NGEN,79,1,0,65,0
3685,C61.1477,GEN,23,1,0,16,0
3686,C1035.18,NGEN,14,1,0,16,0
3687,C59.1986,GEN,3,1,0,0,0
3688,C1036.31,NGEN,11,1,0,0,1
3689,C1035.319.1,NGEN,6,1,0,0,1
3690,C1039.87,NGEN,3,1,0,0,0
3691,C1049.7,NGEN,13,1,1,0,1
3692,C1039.173,NGEN,12,1,0,0,0
3693,C61.555,GEN,11,1,0,22,2
3694,C45.75,GEN,37,2,0,33,1
3695,C53.9,NGEN,19,4,3,0,3
3696,C1048.121.1,GEN,4,2,0,2,3
3697,C1040.305,GEN,16,1,0,15,0
3698,C45.201,GEN,4,1,0,0,4
3699,C1048.127,GEN,24,1,0,26,0
3700,C59.803,NGEN,8,1,0,5,1
3701,C1039.119,NGEN,14,3,0,0,3
3702,C1035.184,NGEN,68,1,0,49,2
3703,C59.1256,GEN,14,1,0,13,1
3704,C44.276.3,GEN,129,2,0,106,6
3705,C1035.151,NGEN,45,1,0,40,0
3706,C1038.151,NGEN,6,1,0,0,0
3707,C61.805,GEN,12,1,0,12,0
3708,C1038.272,NGEN,9,2,0,0,2
3709,C8.4111,GEN,3,1,0,0,0
3710,C1040.26,NGEN,35,1,0,31,0
3711,C1030.81,NGEN,1,1,0,0,4
3712,C1049.20,NGEN,35,4,0,0,4
3713,C62.331,GEN,9,1,0,9,0
3714,C1040.279,NGEN,13,1,0,12,0
3715,C1039.109,NGEN,8,1,0,0,2
3716,C44.278.3,GEN,68,1,0,50,0
3717,C1038.195,NGEN,5,1,0,0,0
3718,C1048.182.1,NGEN,7,1,0,5,1
3719,C61.855,GEN,2,1,0,0,0
3720,C1032.18,NGEN,11,1,0,9,0
3721,C1048.230,NGEN,7,2,1,0,4
3722,C59.2020,GEN,19,1,0,17,0
3723,C1036.21.3,NGEN,5,1,0,0,1
3724,C1048.231.4,NGEN,0,1,0,42,32
3725,C1048.223.4,NGEN,24,1,0,18,0
3726,C1033.4.1,NGEN,130,3,0,102,11
3727,C1040.247,NGEN,12,1,0,9,1
3728,C1035.256.1,NGEN,12,1,0,15,0
3729,C61.139,NGEN,2,1,0,2,0
3730,C1049.17,NGEN,2,1,0,0,1
3731,C1031.3,NGEN,4,1,0,0,0
3732,C1040.337,NGEN,37,1,0,30,0
3733,C47.112.1,GEN,31,5,0,0,9
3734,C1038.243,NGEN,3,2,0,0,2
3735,C1035.104.4,NGEN,18,1,0,0,1
3736,C1040.172,GEN,46,1,0,20,3
3737,C1033.10,NGEN,41,3,0,0,5
3738,C61.552,GEN,5,1,0,4,0
3739,C1040.204,NGEN,4,1,0,0,0
3740,C1038.219.1,NGEN,5,2,0,0,2
3741,C44.351,GEN,36,1,0,26,2
3742,C1039.22,NGEN,96,1,0,79,0
3743,C1038.197.1,NGEN,3,1,0,0,1
3744,C47.114,GEN,4,1,0,0,0
3745,C1048.96,NGEN,1,1,0,0,0
3746,C1038.59,NGEN,7,1,0,0,2
3747,C60.894,GEN,19,1,0,0,4
3748,C65.222,GEN,11,1,0,8,0
3749,C1040.353,NGEN,17,1,0,14,0
3750,C1035.214,NGEN,2,1,0,10,0
3751,C61.568,GEN,5,1,0,0,0
3752,C1040.226,NGEN,14,1,0,12,0
3753,C1040.374.1,NGEN,8,1,0,6,0
3754,C1039.267.3,NGEN,9,1,1,0,0
3755,C1035.239.1,NGEN,0,1,0,4,0
3756,C1036.21.2,GEN,5,1,0,0,0
3757,C1038.230,NGEN,3,1,0,0,0
3758,C1035.39,NGEN,28,1,0,16,0
3759,C1040.296,NGEN,8,1,0,5,1
3760,C1035.256.3,NGEN,13,2,0,6,1
3761,C1040.3,NGEN,3,1,0,2,0
3762,C61.1037,GEN,2,1,1,0,1
3763,C1040.364,NGEN,18,1,0,15,0
3764,C46.138,GEN,96,2,1,0,2
3765,C1040.8,NGEN,19,1,0,22,0
3766,C55.186,GEN,34,1,0,29,0
3767,C1040.113,NGEN,2,1,0,0,0
3768,C1033.19.4,NGEN,9,1,0,7,1
3769,C1037.26,NGEN,4,1,0,0,0
3770,C1040.313,NGEN,1,1,0,0,0
3771,C65.23,GEN,25,1,0,23,0
3772,C44.67,GEN,9,2,0,0,2
3773,C1048.170,NGEN,18,1,0,15,0
3774,C61.2221,GEN,5,2,0,0,1
3775,C16.185,GEN,4,1,0,0,1
3776,C46.164,GEN,33,1,0,24,3
3777,C1035.137,NGEN,5,1,0,4,0
3778,C45.320,GEN,2,1,0,0,0
3779,C1033.9,NGEN,25,2,0,0,3
3780,C1035.163,NGEN,46,1,0,39,0
3781,C1035.273,NGEN,2,1,0,3,0
3782,C6.2362,GEN,6,1,0,0,3
3783,C52.136,NGEN,2,1,0,0,0
3784,C1040.255,NGEN,6,1,0,4,0
3785,C45.659.3,GEN,2,1,0,0,0
3786,C55.176,GEN,10,1,0,0,0
3787,C1030.16,NGEN,19,4,0,0,4
3788,C1038.63,NGEN,15,1,0,14,0
3789,C1040.86,NGEN,5,1,0,0,1
3790,C46.157,GEN,25,2,0,0,2
3791,C1040.71.4,NGEN,19,2,1,12,2
3792,C61.1014,GEN,4,1,0,4,0
3793,C1039.265,NGEN,5,1,0,0,1
3794,C61.2176,GEN,2,1,0,0,0
3795,C1030.88.1,NGEN,0,1,0,4,0
3796,C1039.208,NGEN,20,3,0,0,4
3797,C68.499,GEN,11,1,0,0,0
3798,C1048.163,GEN,9,1,0,9,0
3799,C1039.203,NGEN,4,1,0,0,1
3800,C1038.254,NGEN,7,1,0,0,0
3801,C1035.128,NGEN,8,1,0,0,1
3802,C1040.370,NGEN,16,1,0,0,0
3803,C1030.69,NGEN,6,1,0,38,0
3804,C58.387,GEN,1,1,0,0,0
3805,C1030.72,NGEN,5,1,0,0,0
3806,C1048.246,GEN,4,1,0,0,0
3807,C55.102,GEN,5,1,0,0,1
3808,C1040.379,NGEN,21,1,0,15,0
3809,C1048.51,NGEN,1,1,0,0,0
3810,C60.930,GEN,5,1,0,0,0
3811,C1035.244,NGEN,54,1,0,46,0
3812,C1034.63.3,NGEN,48,1,0,40,0
3813,C68.85,GEN,2,1,0,0,0
3814,C6.497,NGEN,2,1,0,0,8
3815,C1035.14,NGEN,16,1,0,13,0
3816,C8.2773,GEN,1,1,0,0,0
3817,C1039.26,NGEN,7,2,0,0,2
3818,C1040.309,NGEN,6,1,0,7,0
3819,C61.1192,GEN,1,1,0,0,0
3820,C1048.36,NGEN,3,1,0,0,0
3821,C1040.368,NGEN,18,1,0,16,0
3822,C46.118,GEN,32,1,0,25,2
3823,C1030.100.4,GEN,2,1,0,0,0
3824,C52.56,GEN,1,1,0,0,0
3825,C1048.58,NGEN,9,1,0,3,1
3826,C1038.212.1,NGEN,6,1,0,4,0
3827,C1039.251,NGEN,19,2,0,0,1
3828,C1029.7,NGEN,3,1,0,0,0
3829,C1048.41,GEN,6,4,0,3,5
3830,C1035.254.1,NGEN,26,1,0,20,2
3831,C1040.93,NGEN,63,1,0,48,0
3832,C44.288,GEN,36,1,0,0,1
3833,C1038.203,NGEN,3,1,0,0,0
3834,C1048.202.1,GEN,71,1,0,71,0
3835,C1035.138,NGEN,4,1,0,0,0
3836,C1040.33,NGEN,71,1,0,58,0
3837,C1033.14.1,NGEN,47,1,0,33,0
3838,C1038.102.1,NGEN,15,4,0,2,4
3839,C1040.51,NGEN,4,1,0,0,0
3840,C1033.14.3,NGEN,23,1,0,19,1
3841,C44.269,GEN,9,3,0,3,2
3842,C55.105,GEN,11,1,0,0,0
3843,C59.2135,GEN,20,5,0,4,5
3844,C1030.15,NGEN,81,1,0,72,1
3845,C1038.279.3,GEN,45,2,0,0,5
3846,C1034.18,NGEN,61,1,0,50,0
3847,C48.13,GEN,7,1,0,0,0
3848,C60.833,NGEN,7,1,0,3,0
3849,C1039.262,NGEN,3,1,0,0,0
3850,C60.589,GEN,33,7,0,4,22
3851,C1048.20,NGEN,15,1,0,0,2
3852,C48.33,NGEN,55,1,0,44,0
3853,C55.145,GEN,10,1,0,8,0
3854,C1034.22,NGEN,7,3,0,0,3
3855,C1040.91.1,NGEN,2,1,0,0,0
3856,C1035.7,NGEN,1,1,0,0,0
3857,C61.720,GEN,6,1,0,0,0
3858,C1040.198,NGEN,68,1,0,50,0
3859,C1040.264,NGEN,26,1,0,20,1
3860,C1039.104,NGEN,2,1,0,0,0
3861,C1038.279.2,NGEN,4,1,0,0,1
3862,C1040.7,NGEN,50,3,0,34,3
3863,C44.237.5,NGEN,9,1,0,0,1
3864,C62.321,GEN,14,1,0,11,0
3865,C1038.159,NGEN,3,1,0,0,1
3866,C1040.63,NGEN,4,1,0,0,0
3867,C1048.83,GEN,13,1,0,9,1
3868,C1040.1,NGEN,31,1,0,27,0
3869,C65.66,GEN,3,1,0,3,0
3870,C1035.193,NGEN,4,1,0,0,0
3871,C1040.18,NGEN,23,1,0,16,0
3872,C61.793,NGEN,5,1,0,0,0
3873,C1038.55,NGEN,3,1,0,0,0
3874,C1039.252,NGEN,13,2,0,0,1
3875,C1039.229.1,NGEN,0,1,0,2,0
3876,C59.170,GEN,4,1,0,0,0
3877,C1038.185.1,NGEN,18,1,0,0,1
3878,C1039.18,NGEN,1,1,0,0,0
3879,C1040.295,NGEN,9,1,0,8,1
3880,C1033.14.5,NGEN,7,1,0,4,0
3881,C65.364,GEN,12,3,0,0,2
3882,C1048.136,GEN,55,1,0,43,5
3883,C1037.39,NGEN,2,1,0,0,0
3884,C48.22,GEN,4,1,0,0,0
3885,C67.39,GEN,8,3,0,0,2
3886,C1034.56,NGEN,9,1,0,6,0
3887,C1035.37,NGEN,12,1,1,10,0
3888,C1030.5,NGEN,8,1,0,6,0
3889,C1048.144,GEN,2,1,0,0,0
3890,C1048.206,NGEN,70,5,0,0,8
3891,C1039.134,NGEN,6,1,0,0,1
3892,C8.6638,GEN,3,1,0,0,1
3893,C1048.90,GEN,10,2,0,2,5
3894,C1040.360,NGEN,7,1,0,6,0
3895,C44.243,GEN,15,1,0,12,4
3896,C1034.24.4,NGEN,13,2,0,0,3
3897,C1036.23.3,NGEN,46,1,1,0,3
3898,C1038.238.1,NGEN,3,1,0,0,1
3899,C1038.228.1,NGEN,1,1,0,0,0
3900,C62.77,GEN,3,1,0,0,0
3901,C1040.6,NGEN,62,1,0,56,0
3902,C62.72,GEN,16,1,0,0,1
3903,C1049.22,NGEN,7,1,0,0,1
3904,C1032.1,NGEN,11,1,0,7,0
3905,C1039.36,NGEN,3,1,0,0,0
3906,C1035.17,NGEN,2,1,0,0,0
3907,C1034.32.1,NGEN,12,1,0,0,2
3908,C1030.96,GEN,15,5,0,0,5
3909,C1035.277,NGEN,1,1,0,4,0
3910,C1035.250.1,NGEN,25,3,2,0,4
3911,C61.467,GEN,5,1,0,0,0
3912,C1048.131,NGEN,2,1,0,0,1
3913,C1048.86,NGEN,21,1,0,17,0
3914,C1035.143,NGEN,6,1,0,4,0
3915,C66.47,GEN,27,1,0,23,1
3916,C1048.137,GEN,13,1,0,0,0
3917,C1040.70,NGEN,0,1,0,4,0
3918,C1034.21,NGEN,29,1,0,0,2
3919,C44.249,GEN,57,1,0,42,0
3920,C1031.2,NGEN,11,1,0,0,1
3921,C1048.126,GEN,49,1,0,38,3
3922,C1038.17,NGEN,6,1,0,4,0
3923,C46.184,GEN,39,1,0,0,0
3924,C1033.13.1,NGEN,114,1,0,87,4
3925,C1048.5,GEN,26,1,0,21,1
3926,C1039.266.3,NGEN,266,1,0,227,16
3927,C1040.153,NGEN,17,1,0,16,0
3928,C1035.184.1,NGEN,10,1,0,0,3
3929,C1036.21.1,NGEN,4,1,0,0,0
3930,C1030.85.1,NGEN,4,1,0,3,0
3931,C46.226,GEN,36,1,1,0,0
3932,C61.2156,GEN,2,1,0,0,0
3933,C1049.9,NGEN,3,1,0,0,0
3934,C1040.245,NGEN,3,2,0,0,2
3935,C1038.122,NGEN,0,1,0,3,0
3936,C1038.286,NGEN,4,1,0,0,0
3937,C1040.20,NGEN,13,1,0,0,0
3938,C61.1631,GEN,50,1,0,39,0
3939,C1034.46.1,NGEN,43,2,0,35,1
3940,C1048.112,NGEN,88,13,0,0,13
3941,C1040.85.2,NGEN,9,1,0,7,0
3942,C1035.149.1,NGEN,9,1,0,7,0
3943,C1048.225,NGEN,0,1,0,5,0
3944,C1039.237,GEN,10,1,0,0,0
3945,C1040.33.1,NGEN,702,3,0,750,55
3946,C59.2122,GEN,4,1,0,0,0
3947,C1040.322,NGEN,13,1,0,11,0
3948,C1038.10,NGEN,3,1,0,0,0
3949,C1040.190,NGEN,7,1,0,0,1
3950,C1040.101,NGEN,80,1,0,68,4
3951,C1033.14.4,NGEN,14,1,0,11,0
3952,C61.898,GEN,2,1,0,0,0
3953,C1040.252,NGEN,50,1,0,43,0
3954,C46.201,GEN,30,2,0,0,1
3955,C1039.54,NGEN,9,3,0,0,2
3956,C1034.40,NGEN,60,2,0,59,1
3957,C61.975,GEN,2,1,0,0,0
3958,C61.960,GEN,3,1,0,0,0
3959,C1039.81,NGEN,11,1,0,0,4
3960,C61.1825,GEN,7,1,0,17,0
3961,C1038.281,NGEN,6,1,0,0,0
3962,C1040.71.2,NGEN,114,1,1,99,2
3963,C1035.166,NGEN,31,1,0,0,0
3964,C1034.69,NGEN,6,1,0,4,0
3965,C61.1396,GEN,4,1,0,4,0
3966,C1035.178,NGEN,29,1,1,0,0
3967,C1037.30.1,NGEN,49,9,0,0,9
3968,C1040.290,NGEN,14,1,0,10,0
3969,C1048.12,GEN,4,1,0,3,0
3970,C1035.181,NGEN,70,1,0,62,2
3971,C61.1706,GEN,8,1,0,0,0
3972,C1040.115,NGEN,7,1,0,6,0
3973,C47.69,GEN,6,1,0,6,0
3974,C1040.232,NGEN,16,1,0,12,0
3975,C1038.104,NGEN,21,3,0,0,0
3976,C1036.30.1,GEN,2,1,0,0,0
3977,C1034.64.1,NGEN,2,1,0,1,0
3978,C1048.197,NGEN,5,1,0,19,0
3979,C1048.23,GEN,43,1,0,35,0
3980,C46.195,GEN,21,1,0,0,0
3981,C46.236.4,GEN,80,1,0,70,0
3982,C1036.24,NGEN,33,1,0,31,0
3983,C1040.302,NGEN,7,1,0,0,0
3984,C1034.31.1,NGEN,5,1,0,6,0
3985,C45.533,GEN,8,1,0,8,1
3986,C44.139,NGEN,20,1,0,16,0
3987,C1039.12,NGEN,5,1,0,5,0
3988,C45.610,GEN,46,8,0,0,8
3989,C1040.227,NGEN,10,1,0,6,0
3990,C1040.61,NGEN,16,1,0,14,0
3991,C1048.32,NGEN,3,1,0,16,1
3992,C1030.99,NGEN,14,1,0,11,0
3993,C1048.77,GEN,10,1,0,10,0
3994,C1035.70,NGEN,2,1,0,0,0
3995,C1038.90,NGEN,57,5,0,0,5
3996,C65.417,GEN,11,1,0,9,0
3997,C1038.215.2,NGEN,10,1,0,0,0
3998,C1035.313,NGEN,3,1,0,32,2
3999,C1033.3,NGEN,8,1,0,0,0
4000,C1039.231.3,NGEN,81,1,0,72,2
4001,C1048.226,NGEN,16,1,0,13,1
4002,C59.1239,GEN,4,3,0,0,2
4003,C44.174,GEN,16,2,0,2,2
4004,C1034.1.1,NGEN,4,1,0,3,0
4005,C1048.116.1,NGEN,0,1,0,9,0
4006,C1034.51,NGEN,3,1,0,3,0
4007,C1038.21,NGEN,3,1,0,0,0
4008,C1035.190,GEN,27,1,0,30,0
4009,C1040.332,NGEN,0,1,0,6,0
4010,C58.154,GEN,40,3,0,0,2
4011,C8.5481,GEN,2,1,0,0,1
4012,C1030.71,NGEN,3,1,0,0,0
4013,C1048.208,NGEN,5,1,0,3,0
4014,C8.2672,GEN,2,1,0,0,0
4015,C1035.192,NGEN,19,1,0,16,0
4016,C59.1792,GEN,4,1,0,0,0
4017,C1040.160,NGEN,12,1,0,0,1
4018,C1034.48,NGEN,9,1,0,0,0
4019,C8.8405,GEN,3,1,0,0,0
4020,C68.270,GEN,12,1,0,12,0
4021,C1030.70,NGEN,25,1,0,22,1
4022,C1040.228,NGEN,8,1,0,5,0
4023,C45.566,GEN,12,1,0,11,0
4024,C1035.173,NGEN,7,1,0,0,0
4025,C1034.42.3,NGEN,57,1,0,41,4
4026,C1040.116,NGEN,4,1,0,3,0
4027,C61.1644,GEN,2,1,0,0,1
4028,C1035.45,NGEN,4,1,0,7,0
4029,C46.201.1,GEN,9,1,0,0,0
4030,C1039.101,NGEN,2,1,0,6,0
4031,C1035.163.2,NGEN,3,1,0,0,0
4032,C1039.264.1,NGEN,15,1,0,0,0
4033,C61.479,NGEN,11,1,0,0,0
4034,C1030.80,NGEN,16,1,1,0,0
4035,C1035.112,NGEN,1,1,0,0,0
4036,C44.109,GEN,8,1,0,0,0
4037,C46.173,GEN,9,1,0,0,0
4038,C1032.26,NGEN,185,1,0,160,2
4039,C1032.22.2,NGEN,153,6,0,127,35
4040,C65.228,GEN,14,1,0,9,0
4041,C1036.3,NGEN,5,1,0,0,0
4042,C1038.224,GEN,11,1,0,0,0
4043,C61.1624,GEN,2,1,0,0,0
4044,C1048.119,GEN,8,1,0,7,1
4045,C59.2382,GEN,10,1,0,6,0
4046,C52.101,GEN,4,1,0,0,0
4047,C1040.10,NGEN,10,2,0,0,1
4048,C45.732,GEN,9,1,0,14,1
4049,C61.849,GEN,6,1,0,0,1
4050,C1037.45,NGEN,2,1,0,0,0
4051,C61.288,GEN,2,1,0,0,0
4052,C1030.65,NGEN,16,1,0,16,0
4053,C1038.261,NGEN,7,1,0,0,0
4054,C46.251,GEN,11,1,0,0,1
4055,C8.7842,GEN,1,1,0,0,0
4056,C1039.126,NGEN,19,3,0,0,16
4057,C1040.138,GEN,23,1,0,20,1
4058,C61.2105,GEN,81,1,0,63,6
4059,C1040.240.1,NGEN,2,1,0,0,0
4060,C45.638,GEN,12,1,0,13,0
4061,C1037.43,NGEN,6,1,0,0,0
4062,C1039.83,NGEN,5,1,0,0,0
4063,C1029.8,NGEN,11,3,0,0,4
4064,C1035.299.1,NGEN,3,1,0,0,0
4065,C1036.23,NGEN,19,1,0,22,0
4066,C60.98,GEN,3,1,0,0,0
4067,C46.265,GEN,32,4,0,0,3
4068,C58.401,GEN,4,1,0,0,0
4069,C1035.322.4,NGEN,23,1,0,0,0
4070,C61.27,GEN,6,1,0,6,0
4071,C1048.161,GEN,3,1,0,5,0
4072,C1035.97,NGEN,4,1,0,1,0
4073,C1039.234,NGEN,20,2,0,0,2
4074,C1038.128,NGEN,3,1,0,10,0
4075,C1039.261.1,NGEN,7,1,0,0,0
4076,C1035.96,NGEN,1,1,0,0,0
4077,C62.129,GEN,7,1,0,5,2
4078,C61.1937,GEN,19,1,0,15,0
4079,C1040.345,NGEN,33,3,0,25,6
4080,C45.283,GEN,34,2,0,0,1
4081,C1035.322,NGEN,14,1,0,14,0
4082,C1040.387.5,NGEN,8,1,0,0,0
4083,C1040.269,NGEN,18,1,0,18,0
4084,C1038.34.1,NGEN,5,1,0,2,0
