ID	Gender	words	sents	numbers	unknowns	punctuation
C1040.110	NGEN	14	1	0	9	0
C1038.41	NGEN	3	1	0	0	0
C1035.320.1	NGEN	1	1	0	0	0
C1035.87.3	NGEN	37	3	0	0	3
C8.3007	GEN	3	1	0	0	0
C8.2941	GEN	8	1	0	0	0
C1040.329	NGEN	32	1	0	24	4
C1048.31	NGEN	9	1	0	0	1
C1029.11.1	NGEN	47	1	0	0	8
C47.53.1	GEN	28	1	0	19	0
C1035.162	NGEN	11	1	0	9	0
C1048.237	NGEN	27	1	0	22	3
C45.516	GEN	10	1	0	0	1
C1040.50	NGEN	19	1	0	14	0
C55.127	GEN	9	1	0	0	0
C1038.30	NGEN	18	1	0	17	0
C1040.384	NGEN	9	1	0	7	0
C45.610.1	GEN	14	1	0	0	0
C62.15	GEN	12	1	0	8	2
C1036.22	NGEN	60	1	0	49	0
C54.44	GEN	23	5	0	0	4
C1034.40.1	NGEN	59	1	0	50	2
C45.330	GEN	40	8	0	0	9
C1030.87	NGEN	6	1	0	0	1
C59.1747	GEN	6	1	0	0	0
C1038.172.1	NGEN	0	1	0	13	0
C61.872	GEN	2	1	0	0	0
C46.211	GEN	5	1	1	0	0
C61.63	GEN	20	1	0	17	0
C1039.264.2	NGEN	3	1	0	0	0
C51.38	GEN	5	1	0	0	1
C1040.108.2	NGEN	18	1	0	15	0
C1040.242	NGEN	1	1	0	0	0
C1035.300.2	GEN	13	2	0	1	1
C52.118.1	NGEN	4	1	0	4	0
C1048.45	GEN	12	1	0	0	0
C45.552	GEN	95	1	0	77	0
C1038.166	NGEN	5	1	0	0	0
C1034.50.3	NGEN	5	1	0	4	0
C1035.260	NGEN	19	1	0	18	0
C1038.254.1	NGEN	1	1	0	0	1
C61.1511	GEN	12	1	0	0	0
C1035.54	NGEN	3	1	0	0	0
C59.1771	GEN	2	1	0	0	0
C1048.89.1	NGEN	2	2	0	4	1
C8.9864	GEN	5	1	0	0	0
C48.7.2	GEN	36	1	0	25	0
C46.73	NGEN	4	1	0	0	0
C1029.9	NGEN	12	2	0	0	2
C1035.286	NGEN	2	1	0	16	0
C1032.4	NGEN	41	3	0	0	2
C44.300.2	GEN	41	1	0	32	0
C58.466	GEN	8	1	0	7	2
C1048.70	GEN	22	1	0	17	0
C1048.33	GEN	8	3	0	0	2
C59.1436	GEN	7	1	0	7	0
C1040.163	NGEN	80	1	0	66	0
C1039.127	NGEN	15	1	0	0	3
C46.242.1	GEN	4	2	0	0	4
C59.160	GEN	15	1	0	0	1
C24.1795	GEN	3	1	0	0	7
C1032.27.3	NGEN	66	1	0	52	12
C1038.34	NGEN	12	1	0	14	0
C1038.247	NGEN	4	1	0	0	0
C1039.48	NGEN	7	1	0	3	0
C61.1011	GEN	5	1	0	0	0
C1033.1	NGEN	29	1	0	24	0
C59.181	GEN	9	1	0	6	0
C1039.265.2	GEN	6	1	0	0	0
C1048.115.1	NGEN	14	1	0	10	0
C1039.267.1	NGEN	10	2	0	0	1
C1048.48	NGEN	23	1	0	19	0
C1048.202	NGEN	41	1	0	29	0
C68.1296.5	GEN	8	1	0	0	0
C59.392	GEN	6	1	2	0	1
C61.875	GEN	5	1	0	0	0
C45.289.2	GEN	11	3	0	0	2
C1040.276	NGEN	9	1	0	7	0
C1036.22.1	NGEN	12	1	0	12	0
C1040.87	NGEN	55	10	0	0	10
C61.1354	GEN	16	3	0	12	2
C53.6	NGEN	15	1	0	0	1
C1039.222	NGEN	2	1	0	0	1
C47.97	GEN	2	1	0	0	0
C1032.11	NGEN	132	1	0	87	0
C1039.63	NGEN	17	2	0	0	1
C1030.34	NGEN	6	1	0	0	0
C1038.233	NGEN	3	1	0	0	0
C1039.136	NGEN	11	1	0	0	0
C1038.172.3	NGEN	0	1	0	6	0
C1036.22.2	NGEN	4	1	0	0	0
C48.8	GEN	11	1	0	0	0
C1035.278	NGEN	5	1	0	0	0
C1034.6	NGEN	25	1	0	21	0
C59.2067	GEN	8	1	0	7	0
C1035.225	NGEN	35	1	0	28	0
C1040.104	NGEN	26	1	0	24	0
C1038.127	NGEN	60	2	0	45	3
C1039.112	NGEN	12	3	0	0	2
C1040.393.1	NGEN	24	1	0	21	0
C1039.231.2	NGEN	5	1	0	0	0
C60.456	GEN	7	1	0	0	1
C1032.27.1	NGEN	92	7	2	0	18
C59.2369	GEN	2	1	0	1	0
C54.34.1	GEN	14	4	0	0	8
C1035.286.2	NGEN	8	2	0	0	2
C1040.233	NGEN	20	1	0	18	0
C55.149	GEN	8	1	0	0	0
C1039.73	NGEN	15	2	0	0	2
C1035.120	NGEN	1	1	0	0	0
C1040.223	NGEN	23	1	0	19	0
C1039.238	NGEN	264	1	0	227	16
C1034.1	NGEN	155	1	0	116	0
C1034.39	NGEN	46	1	0	38	0
C1035.123	NGEN	2	1	0	0	0
C1038.220	NGEN	3	1	0	0	0
C61.551	GEN	6	1	0	0	1
C61.359	GEN	4	1	0	0	0
C1035.291	NGEN	5	1	0	0	0
C61.1349	GEN	8	1	0	0	0
C59.1501	GEN	4	1	0	3	0
C65.205	GEN	3	1	1	0	0
C1039.259.1	NGEN	18	1	0	23	0
C1040.297	NGEN	12	1	0	0	1
C1038.12	NGEN	4	2	0	1	2
C60.157	GEN	15	1	0	12	0
C1034.46.3	NGEN	84	3	0	0	4
C61.1161	GEN	106	1	0	83	6
C8.12787	GEN	3	1	0	0	0
C1039.50	NGEN	13	1	0	0	0
C1049.21	NGEN	6	1	0	5	0
C1040.112	NGEN	2	1	0	0	0
C1034.70	NGEN	1	1	0	0	0
C61.644	NGEN	10	1	0	0	3
C1038.217.2	NGEN	3	1	0	0	3
C44.307.4	NGEN	18	1	0	0	1
C61.407	GEN	8	1	0	7	1
C55.171	GEN	3	2	0	0	2
C62.44	GEN	6	1	0	5	0
C55.158	GEN	8	1	0	0	0
C61.302	GEN	3	1	0	0	0
C1035.192.4	GEN	8	1	0	5	0
C1040.201	NGEN	74	1	0	67	0
C1037.8.1	NGEN	4	1	0	2	0
C1048.3	GEN	28	1	0	21	0
C1040.151	NGEN	1	1	0	0	0
C1036.5	NGEN	6	1	0	0	0
C1039.97	NGEN	8	1	1	0	0
C46.137	GEN	2	1	0	0	0
C1039.235	NGEN	3	1	0	0	0
C1034.33.1	NGEN	4	1	0	4	0
C1038.223	NGEN	9	1	0	0	0
C61.1307	GEN	16	1	0	13	0
C1040.8.3	NGEN	62	1	0	55	0
C1033.2	NGEN	74	1	0	66	0
C1040.285	GEN	19	1	0	18	0
C1030.82.2	GEN	1	1	0	7	0
C1048.168	NGEN	7	1	0	6	1
C61.1167	GEN	30	1	0	0	0
C62.122	GEN	24	1	0	20	0
C59.249	GEN	7	1	0	1	0
C1048.61	GEN	48	1	0	41	0
C1040.365	NGEN	4	1	0	0	0
C61.1874	GEN	8	1	0	4	0
C1037.35	NGEN	1	1	0	0	0
C1040.11	NGEN	10	2	0	0	2
C1040.371	NGEN	11	2	0	0	1
C1038.196	NGEN	8	1	0	6	0
C1035.183.1	NGEN	12	4	0	0	3
C44.167	GEN	9	1	0	0	0
C61.445	GEN	4	1	0	0	1
C1040.148	NGEN	110	1	0	90	0
C1035.75	NGEN	4	1	0	0	0
C60.742	GEN	3	1	0	2	0
C59.981	GEN	9	1	0	1	0
C1035.101	NGEN	1	1	0	0	0
C1040.220	NGEN	13	1	0	8	0
C1038.65	NGEN	3	1	0	0	0
C1035.315.4	NGEN	8	1	2	0	0
C68.889	GEN	3	1	0	0	0
C62.299	GEN	6	1	0	6	0
C1035.286.1	NGEN	16	1	0	4	1
C61.1671	GEN	9	1	0	0	0
C48.25	GEN	13	1	0	0	0
C1048.129	NGEN	15	3	0	0	3
C58.198	GEN	23	1	0	17	1
C1038.37	NGEN	12	1	0	23	1
C1048.34	NGEN	17	1	0	12	1
C1040.314	NGEN	15	1	0	19	0
C1035.8	NGEN	1	1	0	0	0
C1048.207	NGEN	27	1	0	0	2
C45.321	GEN	48	5	0	2	6
C1035.155	NGEN	6	1	0	0	1
C1048.6	GEN	4	1	0	5	0
C1035.304	NGEN	5	1	0	0	0
C61.744	GEN	5	1	0	0	0
C1035.315.1	NGEN	2	1	0	0	0
C1039.237.1	NGEN	120	1	0	107	0
C1034.24	NGEN	28	3	0	0	4
C1038.266	NGEN	3	1	0	5	0
C1035.1	NGEN	2	1	0	0	0
C1039.253	NGEN	19	3	0	0	3
C1038.132	NGEN	12	1	0	0	0
C1035.202	NGEN	2	1	0	0	1
C1032.27.2	NGEN	56	2	0	45	6
C1048.175	NGEN	5	2	0	8	1
C1037.25	NGEN	52	1	0	43	2
C1048.231.1	NGEN	0	1	0	12	0
C1037.15.1	NGEN	1	1	0	0	0
C24.1623	GEN	5	1	0	0	0
C60.502	GEN	7	1	0	5	1
C8.6743	GEN	1	1	0	0	0
C1048.247	GEN	6	1	0	4	0
C1048.113	GEN	6	1	0	6	0
C45.366	GEN	1	1	0	1	0
C1035.118	NGEN	4	1	0	3	0
C65.239	GEN	24	1	0	17	2
C45.167	GEN	2	1	0	0	0
C1048.199	NGEN	17	1	0	13	1
C61.546	GEN	12	1	0	0	0
C68.1180	GEN	8	7	0	0	6
C50.7	GEN	6	1	0	0	0
C1039.190	NGEN	21	6	0	0	5
C1040.377	NGEN	51	1	0	46	0
C1030.36	NGEN	35	1	0	27	0
C62.340	GEN	5	1	0	5	0
C61.1643	GEN	2	1	0	0	0
C1038.126.3	NGEN	5	1	0	3	0
C44.202	GEN	382	1	0	296	89
C1032.23.1	NGEN	35	1	0	28	0
C1038.181	NGEN	11	1	0	0	0
C1048.19	NGEN	23	3	0	0	5
C65.36	NGEN	2	1	0	0	0
C1038.269	NGEN	5	1	0	4	0
C65.326	GEN	7	1	0	8	0
C1040.179	NGEN	53	1	0	46	0
C61.1101	GEN	48	1	0	38	0
C55.180	GEN	7	1	0	0	0
C61.1790	GEN	2	1	0	0	0
C1035.319	NGEN	2	1	0	0	0
C1040.393	NGEN	56	1	0	53	1
C1029.9.2	NGEN	12	1	0	0	0
C1035.134.3	NGEN	2	1	1	2	0
C44.225.1	GEN	10	1	0	7	0
C1038.82.2	NGEN	4	1	0	0	0
C1035.50	NGEN	22	1	0	16	0
C58.353	GEN	4	1	0	2	0
C1038.227	NGEN	3	1	0	0	1
C1048.133	GEN	14	1	0	13	0
C1035.327.1	NGEN	21	1	2	2	0
C1040.154	NGEN	8	1	0	9	0
C55.116	GEN	12	5	0	0	4
C8.7465	GEN	5	1	0	0	3
C1048.26	GEN	34	3	2	0	5
C1039.144	NGEN	2	1	0	0	0
C1035.312.2	NGEN	12	2	0	10	1
C1034.12	NGEN	7	2	0	0	2
C1038.257	NGEN	26	1	0	0	0
C51.33	GEN	23	4	0	0	3
C1035.131	NGEN	26	1	0	21	0
C45.414	GEN	6	1	1	0	0
C1038.115	NGEN	18	1	0	15	0
C1039.258.1	GEN	2	1	0	0	0
C1048.130	GEN	6	1	0	6	0
C62.75	GEN	7	1	0	7	0
C1048.74	GEN	8	1	0	0	1
C46.230	GEN	10	2	0	0	5
C1048.153	GEN	4	1	0	0	0
C1030.89	NGEN	10	1	0	0	3
C44.49	GEN	15	1	0	12	0
C61.1785	GEN	11	1	0	13	0
C1038.207	NGEN	8	1	0	0	3
C1038.7.1	NGEN	162	1	1	137	0
C60.791	GEN	5	1	0	3	0
C1040.24	NGEN	15	1	0	10	0
C61.1275	GEN	58	1	0	46	9
C45.666	GEN	21	1	0	14	1
C60.128	GEN	3	1	0	0	0
C1030.83	NGEN	23	1	0	20	2
C61.1039	GEN	18	1	0	14	0
C1049.12	NGEN	1	1	0	0	1
C61.683	GEN	5	1	0	0	0
C1040.169	NGEN	5	1	0	0	0
C1029.1	NGEN	10	1	0	0	0
C1033.13	NGEN	27	1	0	21	0
C1039.265.1	NGEN	18	1	0	24	0
C1048.134	NGEN	9	1	0	6	0
C1031.11	NGEN	6	1	0	0	0
C1035.126	NGEN	2	1	0	0	0
C61.612	GEN	18	1	0	4	0
C68.903	GEN	20	1	0	17	2
C1039.240	NGEN	4	1	0	0	0
C55.187	GEN	5	1	0	0	1
C1039.265.4	NGEN	5	1	0	0	0
C61.1960	GEN	7	1	0	5	1
C1040.331	NGEN	14	1	0	10	0
C1048.126.1	NGEN	8	2	0	2	2
C1038.221	NGEN	3	1	0	0	0
C1035.117	NGEN	4	1	0	0	0
C1040.236	NGEN	14	1	0	0	0
C1035.305	NGEN	2	1	0	0	0
C1038.126	NGEN	34	1	4	0	9
C1040.249	GEN	44	1	0	36	1
C59.1508	GEN	7	4	0	0	3
C1039.131	NGEN	2	1	0	0	0
C1039.39	NGEN	1	1	0	0	0
C1035.163.1	NGEN	6	1	0	6	0
C1035.32	NGEN	2	1	0	3	2
C55.181	GEN	11	1	0	9	0
C8.5976	GEN	4	1	0	4	0
C1040.88.1	NGEN	7	1	0	4	0
C1038.28.1	NGEN	0	1	0	0	1
C59.870	GEN	4	1	0	0	0
C1039.266	NGEN	22	5	0	0	5
C1048.115	GEN	22	1	0	15	3
C1040.256	NGEN	100	1	0	92	1
C1038.110	NGEN	3	1	0	1	0
C1040.388.2	NGEN	14	1	0	0	0
C1038.172.4	NGEN	4	1	0	0	0
C1038.32	NGEN	3	1	0	3	0
C44.176	GEN	10	6	0	0	6
C1035.264	NGEN	2	1	0	0	0
C1038.97	NGEN	39	16	1	0	17
C65.271	GEN	16	1	0	13	0
C55.35	GEN	3	1	0	3	1
C1032.16	NGEN	6	1	0	0	2
C1048.25	NGEN	9	1	0	4	1
C47.50	GEN	30	1	0	27	0
C1037.4	NGEN	3	1	0	0	0
C1034.52	NGEN	111	1	0	81	7
C1035.312	NGEN	9	1	0	10	0
C61.1595	GEN	12	1	0	0	0
C1048.183	NGEN	4	1	0	5	0
C59.543	GEN	5	1	0	4	0
C44.307	NGEN	124	1	0	95	6
C8.5801	GEN	4	1	0	0	0
C1039.95	NGEN	9	2	0	0	1
C48.17	GEN	16	1	0	12	2
C1036.25	NGEN	17	1	0	0	2
C1040.309.1	NGEN	15	1	0	12	0
C65.236	GEN	9	1	0	8	0
C1035.315.3	NGEN	31	4	2	0	5
C1030.94	NGEN	19	1	2	18	6
C1035.218	NGEN	16	1	0	11	0
C55.30	GEN	15	1	0	13	0
C45.548	GEN	10	1	0	8	0
C1040.30	NGEN	14	1	0	20	0
C1039.229	NGEN	27	4	0	0	5
C1035.200	NGEN	53	1	0	51	0
C1038.262	NGEN	4	1	0	0	0
C1040.188	GEN	10	1	0	9	0
C1038.22	NGEN	60	1	0	60	0
C1040.133	NGEN	33	1	0	26	0
C44.237.4	GEN	18	1	0	2	0
C46.97.1	GEN	2	1	0	0	0
C61.1851	GEN	88	1	0	72	1
C60.95	GEN	2	1	0	0	0
C68.112	GEN	4	1	0	0	0
C44.102.1	GEN	59	2	0	43	2
C1038.272.3	NGEN	5	1	0	0	1
C1035.321	NGEN	3	1	0	0	0
C1048.223.3	NGEN	7	1	0	6	0
C1048.52	GEN	5	1	0	0	0
C1035.214.1	NGEN	5	1	0	0	1
C1038.2	NGEN	12	1	0	9	0
C1038.95	NGEN	4	1	0	0	0
C1048.196.1	NGEN	3	1	0	1	0
C1040.347	NGEN	8	1	0	6	0
C60.217	GEN	20	1	0	19	0
C1037.36	NGEN	11	2	0	2	2
C45.767.2	GEN	20	1	0	16	0
C1040.323	NGEN	12	2	0	1	1
C1029.4.5	NGEN	66	2	0	0	12
C55.101	GEN	6	1	0	0	1
C67.44	GEN	40	1	0	28	0
C1035.316.1	NGEN	6	2	0	3	1
C54.10	GEN	46	1	0	37	0
C1039.120	NGEN	23	1	0	0	5
C61.1212	GEN	1	1	0	0	0
C1037.37	NGEN	4	1	0	0	0
C1035.298	NGEN	11	1	0	0	0
C1039.216	NGEN	5	1	0	0	1
C1035.3	NGEN	12	2	0	11	1
C1048.95	NGEN	3	1	0	0	0
C1035.34	NGEN	2	1	0	0	1
C66.42	GEN	20	1	0	20	2
C45.365	GEN	38	1	0	28	0
C45.651.5	GEN	59	1	0	0	5
C1040.162	NGEN	6	1	0	4	0
C1037.14	NGEN	2	2	1	0	2
C61.2166	GEN	24	1	0	22	0
C1038.126.1	NGEN	6	1	0	0	0
C1048.170.1	NGEN	1	1	0	1	0
C60.510	GEN	3	1	0	0	0
C1040.240	NGEN	29	1	0	26	2
C1038.268.1	NGEN	16	1	0	0	0
C1039.85	NGEN	26	3	1	1	4
C1038.249	NGEN	10	1	0	8	1
C54.58	GEN	8	1	0	0	1
C1035.4	NGEN	2	3	0	0	2
C1040.143	NGEN	11	1	0	6	0
C46.85	GEN	16	1	0	0	0
C1035.89	NGEN	15	1	1	0	0
C46.168.1	GEN	27	1	0	22	1
C1034.34	NGEN	15	2	0	0	1
C44.218.3	GEN	20	1	0	0	0
C1035.87.1	NGEN	5	1	0	0	0
C1035.260.4	NGEN	7	2	0	0	1
C1036.30.2	NGEN	7	1	0	0	1
C1035.142	NGEN	8	1	0	1	0
C1048.241.2	GEN	7	1	0	0	4
C1038.38	NGEN	2	1	0	0	0
C1032.7	NGEN	41	1	1	30	0
C1035.324	NGEN	16	1	0	15	0
C6.3713	GEN	3	1	0	4	0
C1030.76	NGEN	2	1	0	0	0
C1038.40	NGEN	3	1	0	0	0
C1048.29	GEN	16	1	0	10	0
C1048.242.1	NGEN	2	1	0	0	0
C8.2117	GEN	4	1	0	0	0
C8.8322	GEN	2	1	0	0	0
C1040.304	NGEN	17	1	0	12	1
C1038.171	NGEN	4	3	0	0	2
C1048.194.2	GEN	72	2	0	37	6
C1038.107	NGEN	2	1	0	0	0
C1048.222	NGEN	36	1	0	28	6
C1035.91	NGEN	3	1	0	17	0
C1039.195	NGEN	4	1	0	0	1
C44.291	NGEN	20	1	0	16	0
C1048.167	NGEN	20	1	0	0	1
C1038.186	NGEN	3	1	0	0	0
C1039.29	NGEN	5	1	0	0	1
C1035.119	NGEN	9	1	0	7	0
C68.88	GEN	14	2	0	0	2
C1040.359	NGEN	6	1	0	5	0
C1040.57	NGEN	22	1	0	18	0
C1038.175	NGEN	14	1	0	11	1
C45.228.1	GEN	22	4	0	5	4
C1040.225	NGEN	15	1	0	14	0
C45.48	GEN	15	1	0	12	2
C1035.36	GEN	12	1	0	0	0
C61.105	NGEN	24	1	0	20	0
C63.192.1	GEN	9	1	0	7	0
C1040.39	NGEN	47	1	0	34	0
C1030.19	GEN	8	1	0	0	0
C1038.253	NGEN	3	1	0	0	0
C1035.104.5	NGEN	66	7	0	5	8
C44.218.2	GEN	43	1	0	0	7
C61.1131	GEN	4	1	0	3	0
C8.8616	GEN	4	1	0	0	0
C1039.212	NGEN	3	1	0	0	0
C59.182	GEN	6	1	0	4	0
C1038.131	NGEN	5	1	0	5	0
C1030.90	GEN	1	1	0	0	0
C1030.100.2	NGEN	9	1	0	6	0
C44.251	GEN	15	2	0	0	2
C1048.27	GEN	19	3	0	21	2
C1038.98	NGEN	21	1	0	13	3
C68.169	GEN	4	1	0	0	0
C1038.265	NGEN	33	7	0	8	8
C1039.167	NGEN	22	1	0	0	2
C1040.56	NGEN	7	1	0	5	0
C1040.340	GEN	10	1	0	8	0
C1038.51	NGEN	3	1	0	0	0
C1035.294.4	NGEN	10	1	0	0	0
C59.467	GEN	4	1	0	4	0
C1035.139	NGEN	0	1	0	10	0
C1048.2	GEN	10	3	0	0	2
C65.26	GEN	10	1	0	9	0
C1040.385	NGEN	20	1	0	17	0
C1048.237.5	NGEN	44	2	0	0	10
C1039.258	GEN	96	9	0	0	12
C1038.104.1	NGEN	4	1	0	0	0
C68.259	GEN	9	2	0	0	1
C1038.185	NGEN	8	1	0	0	0
C1038.3	NGEN	3	1	0	0	0
C1038.43	NGEN	25	4	0	5	3
C65.290	GEN	13	1	0	11	0
C1035.242.1	NGEN	14	1	0	0	2
C1039.49	NGEN	2	1	0	0	0
C1039.152	NGEN	10	1	0	9	1
C44.202.2	GEN	115	1	0	85	41
C1035.209	NGEN	5	1	0	0	1
C1029.6	NGEN	3	1	0	0	0
C1035.229	NGEN	9	1	0	9	0
C1048.115.2	GEN	16	1	0	19	0
C61.204	NGEN	4	1	0	0	0
C1048.81	NGEN	3	1	0	0	0
C1039.27	NGEN	12	2	0	0	5
C575.439	NGEN	14	1	0	11	0
C130.179.1	NGEN	35	3	0	0	3
facebook_corpus_msr_1563601	NGEN	44	2	0	0	3
facebook_corpus_msr_233885	NGEN	39	1	0	30	1
1278685975	NGEN	6	2	0	0	1
C575.31	NGEN	1	1	0	0	0
facebook_corpus_msr_809786	NGEN	4	1	0	0	0
C101.566	NGEN	7	1	0	0	2
C1035.322.5	NGEN	16	2	0	0	1
C1039.144	NGEN	2	1	0	0	0
C101.820	NGEN	7	1	0	0	0
C101.694	NGEN	68	8	1	0	11
facebook_corpus_msr_1228727	NGEN	38	1	0	36	1
C10.121	NGEN	6	1	0	0	0
C575.571	NGEN	5	1	0	0	0
C1048.24	GEN	2	1	0	2	0
1245403719748825089	NGEN	17	1	0	0	0
C100.2	NGEN	4	1	0	4	0
C44.345.4	GEN	4	1	0	0	0
facebook_corpus_msr_233620	NGEN	62	1	0	66	0
C95.276	NGEN	47	3	0	0	6
1278696527	NGEN	9	1	0	0	1
C575.331	NGEN	1	1	0	7	0
C101.371	NGEN	27	3	0	0	3
facebook_corpus_msr_1371322	NGEN	20	1	0	18	0
1250211321498329090	NGEN	36	2	2	0	8
1249244291181887489	NGEN	7	1	0	0	0
C1048.74	GEN	8	1	0	0	1
C61.644	NGEN	10	1	0	0	3
C8.150	GEN	47	6	0	0	7
C577.349	NGEN	17	2	0	0	2
C1039.23	NGEN	16	2	0	0	1
facebook_corpus_msr_1241947	NGEN	38	1	0	29	0
C95.347.2	NGEN	141	26	6	3	41
C579.617	NGEN	12	1	0	0	0
C45.107	GEN	16	1	0	15	0
C95.98	NGEN	36	1	0	2	2
C1038.240	NGEN	20	2	0	0	2
C105.15	NGEN	3	1	0	0	0
C579.575	NGEN	2	2	0	0	6
C29.8	GEN	20	1	0	0	0
1245552218171834368	NGEN	8	2	0	1	2
C12.86	NGEN	24	1	1	0	0
C575.530	NGEN	4	1	0	3	0
facebook_corpus_msr_1956031	NGEN	18	1	3	0	1
C106.2	NGEN	16	1	1	0	5
C101.920.5	NGEN	6	1	0	0	0
C95.471	NGEN	6	1	0	1	0
C95.27	NGEN	5	1	0	0	0
C24.4204	GEN	36	1	1	0	0
C1039.260.1	GEN	8	1	0	0	1
C1048.126	GEN	49	1	0	38	3
C579.487	NGEN	50	1	0	41	0
C130.9	NGEN	2	1	0	0	0
C577.142	NGEN	8	1	0	0	0
1250531018127237120	NGEN	33	2	0	0	2
C575.651	NGEN	14	3	0	0	2
C1039.2	NGEN	6	1	0	0	1
C95.372.1	NGEN	19	3	0	0	2
1278705690	NGEN	19	4	0	0	6
C579.50	NGEN	8	1	0	0	0
C130.11	NGEN	2	1	0	0	0
C1035.18	NGEN	14	1	0	16	0
C108.91	GEN	3	1	0	0	0
C61.1307	GEN	16	1	0	13	0
1278696056	NGEN	6	3	0	0	2
C101.40	NGEN	18	1	0	0	2
facebook_corpus_msr_956308	NGEN	9	2	0	0	1
C59.2345	GEN	6	1	0	0	1
1278705879	NGEN	11	1	0	0	0
C61.60	GEN	4	1	0	0	7
C575.469	NGEN	3	2	0	0	1
C45.216	GEN	66	1	0	50	0
C1038.213.1	NGEN	3	1	0	0	0
C579.541	NGEN	1	1	0	2	0
C575.118	NGEN	4	1	0	0	1
1248547639261450240	NGEN	7	1	0	0	0
C579.122	NGEN	30	1	0	28	1
C579.523	NGEN	19	1	0	0	0
C101.336	NGEN	3	1	0	0	0
facebook_corpus_msr_1805537	NGEN	10	2	0	3	2
C1048.160	GEN	32	1	0	28	0
C95.458.3	NGEN	22	1	0	0	0
1245752182424698881	NGEN	20	2	0	20	1
C61.436	GEN	9	1	0	8	0
C95.67	NGEN	8	1	0	0	1
C577.132	NGEN	6	1	0	6	0
C36.682.4	GEN	17	2	0	0	2
1245653087768817667	NGEN	9	2	0	7	1
C577.60	NGEN	0	1	0	0	4
1248951069960331264	NGEN	40	1	1	34	1
C95.367.1	NGEN	6	1	0	2	1
C130.89	NGEN	2	1	0	0	0
C1038.272.1	NGEN	20	3	0	0	3
1278696602	NGEN	18	1	3	0	5
C101.26	NGEN	18	2	0	0	1
C1035.48	NGEN	22	1	0	17	0
1245536966533246976	NGEN	26	3	0	0	3
C1038.126.2	NGEN	41	1	1	0	1
C8.9793	GEN	3	1	0	0	0
C8.8616	GEN	4	1	0	0	0
C101.655	NGEN	4	2	0	0	1
1252102155978387456	NGEN	12	1	0	0	0
C575.200	NGEN	27	1	0	0	0
1249328487761993729	NGEN	26	5	0	21	9
C1038.281	NGEN	6	1	0	0	0
C61.9	GEN	14	1	0	0	0
C44.278.3	GEN	68	1	0	50	0
C10.161	NGEN	14	1	0	11	1
C62.314	GEN	4	1	0	0	1
C1029.9	NGEN	12	2	0	0	2
C1039.160	NGEN	3	1	0	0	0
C46.265.1	GEN	6	1	0	0	0
C8.12709	GEN	1	1	0	0	0
C575.621.5	NGEN	10	1	0	0	0
C577.211	NGEN	35	1	1	31	1
C1040.160	NGEN	12	1	0	0	1
C8.1446	GEN	34	3	0	3	6
C575.634	NGEN	30	2	0	0	1
C1035.312	NGEN	9	1	0	10	0
C579.707	NGEN	11	1	0	0	0
facebook_corpus_msr_671930	NGEN	12	1	0	0	1
C579.276	GEN	13	1	0	0	0
C101.252	NGEN	23	2	0	0	2
C95.262	NGEN	9	2	0	0	2
C1039.173	NGEN	12	1	0	0	0
C101.771	NGEN	35	2	0	0	3
1245724337337815041	NGEN	52	1	1	43	1
C577.277	GEN	34	1	0	31	1
C579.315	NGEN	9	1	0	0	1
C101.904.5	NGEN	5	1	0	0	0
C8.165	GEN	8	1	0	0	0
C1038.284	NGEN	3	1	0	0	0
C575.354	GEN	47	1	0	0	1
1245752126610890752	NGEN	35	1	0	36	3
C95.441.1	NGEN	24	1	0	0	0
C12.102.2	NGEN	21	1	0	0	0
C95.196	NGEN	26	2	0	0	1
C579.494	NGEN	6	1	0	0	1
C8.2773	GEN	1	1	0	0	0
1253630912761217028	NGEN	10	2	0	0	2
C579.331.4	NGEN	3	1	0	0	0
C1040.376	NGEN	4	1	0	3	0
C106.32	NGEN	1	1	1	0	0
C579.11	NGEN	5	2	0	6	1
C579.74	NGEN	29	3	0	0	7
1278696955	NGEN	19	2	0	10	1
C8.6370	GEN	6	1	0	3	6
1245536430551515136	NGEN	15	2	0	0	3
C1035.45	NGEN	4	1	0	7	0
C101.901	NGEN	5	1	0	0	0
C1040.15	NGEN	5	1	0	3	0
C1039.194	NGEN	10	3	0	0	3
C1035.39	NGEN	28	1	0	16	0
C8.4479	GEN	3	1	0	3	0
C1038.107	NGEN	2	1	0	0	0
C579.655	NGEN	15	1	0	0	0
C8.4036	GEN	11	1	0	0	0
C10.143	GEN	28	1	0	27	0
C101.904.2	NGEN	12	1	0	0	4
C32.129	GEN	7	1	0	0	0
1245009184455712768	NGEN	73	1	0	64	0
facebook_corpus_msr_1805037	NGEN	10	1	0	0	2
C1040.44	NGEN	17	1	0	14	0
1278697059	NGEN	7	3	0	0	2
C577.254	NGEN	3	1	0	3	2
C1038.50	NGEN	3	1	0	0	0
1278695814	NGEN	19	1	0	0	0
C101.726	NGEN	19	2	0	0	2
1245348101889482752	NGEN	17	1	0	0	2
C44.249.3	GEN	13	1	0	0	0
facebook_corpus_msr_656341	NGEN	63	1	0	53	1
C579.459	NGEN	14	1	0	0	0
C33.22	NGEN	7	1	0	0	0
facebook_corpus_msr_300474	NGEN	1	1	0	0	1
C44.67	GEN	9	2	0	0	2
C95.211	NGEN	3	1	0	0	1
C95.435	NGEN	11	2	0	0	1
C1039.265.2	GEN	6	1	0	0	0
